,AT,BE,CH,CZ,DK_1,DK_2,FR,NO_2,NL,PL,SE_4,sum
2022-01-05 03:30:00+01:00,1674.0,572.0,2673.0,,775.0,0.0,,1193.0,1745.0,,,8632.0
2022-01-05 03:45:00+01:00,1687.0,555.0,2700.0,,812.0,0.0,,1185.0,1697.0,,,8636.0
2022-01-05 04:00:00+01:00,1815.0,589.0,2728.0,901.0,935.0,0.0,775.0,1152.0,1681.0,963.0,0.0,11539.0
2022-01-05 04:15:00+01:00,1888.0,599.0,2735.0,,1180.0,0.0,,1145.0,1648.0,,,9195.0
2022-01-05 04:30:00+01:00,1893.0,601.0,2824.0,,1060.0,0.0,,1146.0,1653.0,,,9177.0
2022-01-05 04:45:00+01:00,1929.0,630.0,2907.0,,874.0,0.0,,1138.0,1666.0,,,9144.0
2022-01-05 05:00:00+01:00,2177.0,820.0,3183.0,1321.0,412.0,0.0,986.0,1113.0,1588.0,943.0,0.0,12543.0
2022-01-05 05:15:00+01:00,2204.0,873.0,3176.0,,326.0,0.0,,1106.0,1548.0,,,9233.0
2022-01-05 05:30:00+01:00,2399.0,874.0,3113.0,,319.0,0.0,,1107.0,1540.0,,,9352.0
2022-01-05 05:45:00+01:00,2449.0,851.0,3219.0,,266.0,0.0,,1107.0,1588.0,,,9480.0
2022-01-05 06:00:00+01:00,2487.0,346.0,2857.0,1707.0,90.0,0.0,1308.0,1111.0,1877.0,789.0,2.0,12574.0
2022-01-05 06:15:00+01:00,2565.0,253.0,3118.0,,128.0,2.0,,1116.0,1632.0,,,8814.0
2022-01-05 06:30:00+01:00,2667.0,240.0,3226.0,,96.0,2.0,,1116.0,1575.0,,,8922.0
2022-01-05 06:45:00+01:00,2691.0,190.0,3086.0,,223.0,109.0,,1129.0,1646.0,,,9074.0
2022-01-05 07:00:00+01:00,1822.0,829.0,2261.0,1363.0,566.0,502.0,1530.0,1173.0,1242.0,1083.0,2.0,12373.0
2022-01-05 07:15:00+01:00,1750.0,920.0,2354.0,,580.0,593.0,,1184.0,1331.0,,,8712.0
2022-01-05 07:30:00+01:00,1756.0,1002.0,2512.0,,518.0,596.0,,1183.0,1486.0,,,9053.0
2022-01-05 07:45:00+01:00,1678.0,1018.0,2485.0,,589.0,609.0,,1183.0,1534.0,,,9096.0
2022-01-05 08:00:00+01:00,1389.0,998.0,2403.0,1197.0,732.0,742.0,1593.0,1183.0,1289.0,908.0,2.0,12436.0
2022-01-05 08:15:00+01:00,1396.0,1002.0,2439.0,,853.0,754.0,,1183.0,1562.0,,,9189.0
2022-01-05 08:30:00+01:00,1417.0,999.0,2568.0,,937.0,753.0,,1183.0,1342.0,,,9199.0
2022-01-05 08:45:00+01:00,1624.0,1002.0,2443.0,,873.0,754.0,,1189.0,1273.0,,,9158.0
2022-01-05 09:00:00+01:00,1669.0,1002.0,2210.0,1311.0,803.0,750.0,1716.0,1208.0,1378.0,1085.0,277.0,13409.0
2022-01-05 09:15:00+01:00,1624.0,1002.0,2244.0,,715.0,750.0,,1212.0,1412.0,,,8959.0
2022-01-05 09:30:00+01:00,1514.0,1002.0,2220.0,,747.0,750.0,,1213.0,1546.0,,,8992.0
2022-01-05 09:45:00+01:00,1402.0,1002.0,2160.0,,749.0,749.0,,1207.0,1481.0,,,8750.0
2022-01-05 10:00:00+01:00,1473.0,1002.0,2338.0,1330.0,756.0,750.0,1827.0,1187.0,1471.0,1083.0,302.0,13519.0
2022-01-05 10:15:00+01:00,1445.0,1002.0,2258.0,,803.0,750.0,,1184.0,1601.0,,,9043.0
2022-01-05 10:30:00+01:00,1533.0,1002.0,2290.0,,716.0,750.0,,1184.0,1559.0,,,9034.0
2022-01-05 10:45:00+01:00,1502.0,1002.0,2317.0,,671.0,750.0,,1175.0,1451.0,,,8868.0
2022-01-05 11:00:00+01:00,1693.0,1002.0,2520.0,1570.0,640.0,759.0,1612.0,1142.0,1352.0,1036.0,303.0,13629.0
2022-01-05 11:15:00+01:00,1753.0,1002.0,2498.0,,678.0,759.0,,1136.0,1221.0,,,9047.0
2022-01-05 11:30:00+01:00,1747.0,1002.0,2551.0,,709.0,759.0,,1135.0,1220.0,,,9123.0
2022-01-05 11:45:00+01:00,1736.0,1002.0,2570.0,,687.0,759.0,,1140.0,1188.0,,,9082.0
2022-01-05 12:00:00+01:00,1753.0,1002.0,2369.0,1763.0,780.0,763.0,1303.0,1160.0,1067.0,1123.0,303.0,13386.0
2022-01-05 12:15:00+01:00,1762.0,1002.0,2236.0,,845.0,763.0,,1165.0,992.0,,,8765.0
2022-01-05 12:30:00+01:00,1741.0,1002.0,2227.0,,789.0,763.0,,1165.0,1089.0,,,8776.0
2022-01-05 12:45:00+01:00,1793.0,1002.0,2203.0,,735.0,764.0,,1147.0,1008.0,,,8652.0
2022-01-05 13:00:00+01:00,1820.0,1002.0,2257.0,1591.0,557.0,770.0,1075.0,1082.0,1065.0,1098.0,303.0,12620.0
2022-01-05 13:15:00+01:00,1855.0,1002.0,2495.0,,601.0,770.0,,1067.0,824.0,,,8614.0
2022-01-05 13:30:00+01:00,1863.0,1002.0,2607.0,,580.0,770.0,,1067.0,832.0,,,8721.0
2022-01-05 13:45:00+01:00,1907.0,1002.0,2580.0,,555.0,770.0,,1062.0,982.0,,,8858.0
2022-01-05 14:00:00+01:00,1900.0,1002.0,2718.0,1682.0,603.0,765.0,1342.0,1043.0,1087.0,1005.0,303.0,13450.0
2022-01-05 14:15:00+01:00,1915.0,1002.0,2803.0,,718.0,763.0,,1038.0,1069.0,,,9308.0
2022-01-05 14:30:00+01:00,2053.0,1002.0,2748.0,,813.0,764.0,,1038.0,1072.0,,,9490.0
2022-01-05 14:45:00+01:00,2063.0,1002.0,2739.0,,891.0,768.0,,1037.0,1010.0,,,9510.0
2022-01-05 15:00:00+01:00,1834.0,1003.0,2667.0,1601.0,862.0,818.0,1383.0,1034.0,767.0,927.0,284.0,13180.0
2022-01-05 15:15:00+01:00,1813.0,1002.0,2708.0,,872.0,821.0,,1028.0,796.0,,,9040.0
2022-01-05 15:30:00+01:00,1922.0,1002.0,2906.0,,901.0,821.0,,1028.0,696.0,,,9276.0
2022-01-05 15:45:00+01:00,1893.0,1002.0,2826.0,,840.0,818.0,,973.0,787.0,,,9139.0
2022-01-05 16:00:00+01:00,1796.0,1002.0,2902.0,1641.0,737.0,793.0,1626.0,605.0,758.0,1006.0,29.0,12895.0
2022-01-05 16:15:00+01:00,1824.0,1002.0,2915.0,,706.0,791.0,,452.0,807.0,,,8497.0
2022-01-05 16:30:00+01:00,1902.0,1002.0,2910.0,,758.0,790.0,,453.0,692.0,,,8507.0
2022-01-05 16:45:00+01:00,2014.0,1002.0,2927.0,,813.0,789.0,,363.0,741.0,,,8649.0
2022-01-05 17:00:00+01:00,1399.0,1002.0,2517.0,1339.0,798.0,768.0,2050.0,43.0,868.0,891.0,2.0,11677.0
2022-01-05 17:15:00+01:00,1519.0,1002.0,2590.0,,799.0,765.0,,0.0,1265.0,,,7940.0
2022-01-05 17:30:00+01:00,1405.0,1016.0,2607.0,,851.0,767.0,,0.0,1163.0,,,7809.0
2022-01-05 17:45:00+01:00,1336.0,1086.0,2644.0,,783.0,683.0,,0.0,1390.0,,,7922.0
2022-01-05 18:00:00+01:00,1348.0,1072.0,2295.0,1362.0,948.0,390.0,2510.0,0.0,1637.0,820.0,2.0,12384.0
2022-01-05 18:15:00+01:00,1305.0,1081.0,2208.0,,878.0,323.0,,0.0,1578.0,,,7373.0
2022-01-05 18:30:00+01:00,1218.0,1112.0,2021.0,,838.0,322.0,,0.0,1593.0,,,7104.0
2022-01-05 18:45:00+01:00,1250.0,1139.0,2043.0,,788.0,214.0,,0.0,1638.0,,,7072.0
2022-01-05 19:00:00+01:00,1205.0,1113.0,1985.0,1058.0,742.0,5.0,2372.0,58.0,1326.0,861.0,2.0,10727.0
2022-01-05 19:15:00+01:00,1079.0,1111.0,1976.0,,774.0,1.0,,116.0,1477.0,,,6534.0
2022-01-05 19:30:00+01:00,1066.0,1098.0,2025.0,,834.0,0.0,,116.0,1310.0,,,6449.0
2022-01-05 19:45:00+01:00,1105.0,1094.0,1971.0,,829.0,0.0,,215.0,1488.0,,,6702.0
2022-01-05 20:00:00+01:00,1205.0,1119.0,2319.0,903.0,800.0,0.0,2188.0,615.0,1851.0,642.0,2.0,11644.0
2022-01-05 20:15:00+01:00,1193.0,1104.0,2292.0,,689.0,0.0,,716.0,1884.0,,,7878.0
2022-01-05 20:30:00+01:00,1224.0,1122.0,2150.0,,732.0,0.0,,716.0,1866.0,,,7810.0
2022-01-05 20:45:00+01:00,1146.0,1093.0,2032.0,,715.0,0.0,,727.0,1771.0,,,7484.0
2022-01-05 21:00:00+01:00,1292.0,1045.0,2313.0,681.0,856.0,1.0,1769.0,770.0,1583.0,397.0,2.0,10709.0
2022-01-05 21:15:00+01:00,1334.0,1051.0,2354.0,,867.0,0.0,,779.0,1522.0,,,7907.0
2022-01-05 21:30:00+01:00,1337.0,1055.0,2353.0,,890.0,0.0,,779.0,1514.0,,,7928.0
2022-01-05 21:45:00+01:00,1355.0,1076.0,2302.0,,937.0,0.0,,829.0,1539.0,,,8038.0
2022-01-05 22:00:00+01:00,1293.0,1094.0,2592.0,585.0,1037.0,0.0,2126.0,1017.0,2190.0,22.0,2.0,11958.0
2022-01-05 22:15:00+01:00,1326.0,1097.0,2563.0,,1160.0,0.0,,1064.0,2220.0,,,9430.0
2022-01-05 22:30:00+01:00,1295.0,1067.0,2622.0,,1121.0,0.0,,1065.0,2456.0,,,9626.0
2022-01-05 22:45:00+01:00,1305.0,1002.0,2448.0,,986.0,4.0,,1085.0,2469.0,,,9299.0
2022-01-05 23:00:00+01:00,1141.0,1010.0,2506.0,508.0,809.0,0.0,2587.0,1160.0,2904.0,0.0,0.0,12625.0
2022-01-05 23:15:00+01:00,1105.0,1021.0,2458.0,,686.0,0.0,,1178.0,2812.0,,,9260.0
2022-01-05 23:30:00+01:00,1129.0,1037.0,2416.0,,586.0,0.0,,1177.0,2921.0,,,9266.0
2022-01-05 23:45:00+01:00,1137.0,1024.0,2133.0,,496.0,0.0,,1210.0,2824.0,,,8824.0
2022-01-06 00:00:00+01:00,1280.0,1081.0,2295.0,681.0,148.0,0.0,2742.0,1330.0,2037.0,196.0,0.0,11790.0
2022-01-06 00:15:00+01:00,1353.0,1044.0,2367.0,,35.0,0.0,,1359.0,1727.0,,,7885.0
2022-01-06 00:30:00+01:00,1285.0,1066.0,1982.0,,17.0,0.0,,1359.0,1832.0,,,7541.0
2022-01-06 00:45:00+01:00,1306.0,1061.0,1871.0,,42.0,0.0,,1366.0,1688.0,,,7334.0
2022-01-06 01:00:00+01:00,1325.0,1103.0,2295.0,626.0,251.0,0.0,3186.0,1394.0,1846.0,270.0,0.0,12296.0
2022-01-06 01:15:00+01:00,1321.0,1100.0,2236.0,,312.0,0.0,,1401.0,1938.0,,,8308.0
2022-01-06 01:30:00+01:00,1330.0,1109.0,2237.0,,184.0,1.0,,1401.0,1956.0,,,8218.0
2022-01-06 01:45:00+01:00,1473.0,1065.0,2311.0,,323.0,3.0,,1394.0,2238.0,,,8807.0
2022-01-06 02:00:00+01:00,1469.0,744.0,2920.0,436.0,443.0,3.0,3531.0,1372.0,2471.0,78.0,0.0,13467.0
2022-01-06 02:15:00+01:00,1522.0,699.0,3106.0,,538.0,3.0,,1366.0,2418.0,,,9652.0
2022-01-06 02:30:00+01:00,1530.0,688.0,3192.0,,573.0,3.0,,1366.0,2401.0,,,9753.0
2022-01-06 02:45:00+01:00,1569.0,673.0,3108.0,,483.0,0.0,,1309.0,2228.0,,,9370.0
2022-01-06 03:00:00+01:00,1626.0,675.0,2976.0,213.0,255.0,0.0,3120.0,1090.0,2773.0,1.0,0.0,12729.0
2022-01-06 03:15:00+01:00,1623.0,673.0,3069.0,,185.0,1.0,,1036.0,2709.0,,,9296.0
2022-01-06 03:30:00+01:00,1635.0,673.0,3201.0,,263.0,1.0,,1036.0,2704.0,,,9513.0
2022-01-06 03:45:00+01:00,1734.0,667.0,3207.0,,181.0,1.0,,937.0,2655.0,,,9382.0
2022-01-06 04:00:00+01:00,1800.0,645.0,3434.0,83.0,28.0,2.0,3228.0,539.0,2956.0,0.0,0.0,12715.0
2022-01-06 04:15:00+01:00,1808.0,671.0,3712.0,,0.0,1.0,,440.0,3177.0,,,9809.0
2022-01-06 04:30:00+01:00,1802.0,667.0,3790.0,,7.0,1.0,,440.0,3212.0,,,9919.0
2022-01-06 04:45:00+01:00,1815.0,650.0,3814.0,,1.0,1.0,,340.0,3252.0,,,9873.0
2022-01-06 05:00:00+01:00,1795.0,673.0,3403.0,84.0,0.0,0.0,3381.0,22.0,3667.0,0.0,0.0,13025.0
2022-01-06 05:15:00+01:00,1727.0,683.0,3194.0,,0.0,0.0,,0.0,3860.0,,,9464.0
2022-01-06 05:30:00+01:00,1669.0,698.0,3356.0,,0.0,0.0,,0.0,3746.0,,,9469.0
2022-01-06 05:45:00+01:00,1541.0,680.0,3456.0,,0.0,0.0,,0.0,3856.0,,,9533.0
2022-01-06 06:00:00+01:00,1666.0,613.0,3199.0,89.0,0.0,0.0,2964.0,0.0,3229.0,0.0,0.0,11760.0
2022-01-06 06:15:00+01:00,1777.0,623.0,3482.0,,0.0,0.0,,0.0,3295.0,,,9177.0
2022-01-06 06:30:00+01:00,1714.0,602.0,3456.0,,0.0,0.0,,0.0,3147.0,,,8919.0
2022-01-06 06:45:00+01:00,1845.0,601.0,3504.0,,0.0,0.0,,0.0,3165.0,,,9115.0
2022-01-06 07:00:00+01:00,1951.0,631.0,3286.0,0.0,0.0,0.0,3738.0,0.0,2938.0,0.0,0.0,12544.0
2022-01-06 07:15:00+01:00,1971.0,613.0,3103.0,,0.0,0.0,,0.0,2977.0,,,8664.0
2022-01-06 07:30:00+01:00,1999.0,606.0,3083.0,,0.0,0.0,,0.0,2911.0,,,8599.0
2022-01-06 07:45:00+01:00,2002.0,629.0,3012.0,,0.0,0.0,,0.0,3046.0,,,8689.0
2022-01-06 08:00:00+01:00,1943.0,634.0,2703.0,0.0,0.0,0.0,4114.0,0.0,3362.0,0.0,0.0,12756.0
2022-01-06 08:15:00+01:00,1969.0,642.0,2654.0,,0.0,0.0,,0.0,3603.0,,,8868.0
2022-01-06 08:30:00+01:00,1999.0,638.0,2631.0,,0.0,7.0,,0.0,3576.0,,,8851.0
2022-01-06 08:45:00+01:00,2009.0,646.0,2398.0,,0.0,3.0,,0.0,3385.0,,,8441.0
2022-01-06 09:00:00+01:00,1762.0,614.0,2048.0,0.0,0.0,0.0,3777.0,0.0,3247.0,0.0,0.0,11448.0
2022-01-06 09:15:00+01:00,1662.0,660.0,2078.0,,0.0,0.0,,0.0,3246.0,,,7646.0
2022-01-06 09:30:00+01:00,1551.0,654.0,2044.0,,0.0,0.0,,0.0,3119.0,,,7368.0
2022-01-06 09:45:00+01:00,1545.0,636.0,2002.0,,0.0,0.0,,0.0,3135.0,,,7318.0
2022-01-06 10:00:00+01:00,1524.0,602.0,2106.0,0.0,0.0,1.0,3510.0,0.0,2861.0,1.0,0.0,10605.0
2022-01-06 10:15:00+01:00,1543.0,604.0,2230.0,,0.0,0.0,,0.0,2601.0,,,6978.0
2022-01-06 10:30:00+01:00,1551.0,615.0,2352.0,,0.0,0.0,,0.0,2651.0,,,7169.0
2022-01-06 10:45:00+01:00,1524.0,645.0,2322.0,,0.0,0.0,,0.0,2630.0,,,7121.0
2022-01-06 11:00:00+01:00,1742.0,648.0,2481.0,0.0,0.0,27.0,2949.0,0.0,2260.0,83.0,0.0,10190.0
2022-01-06 11:15:00+01:00,1780.0,652.0,2538.0,,0.0,1.0,,0.0,1872.0,,,6843.0
2022-01-06 11:30:00+01:00,1612.0,610.0,2424.0,,0.0,0.0,,0.0,1925.0,,,6571.0
2022-01-06 11:45:00+01:00,1645.0,658.0,2418.0,,0.0,0.0,,0.0,1957.0,,,6678.0
2022-01-06 12:00:00+01:00,1683.0,924.0,2427.0,0.0,0.0,0.0,2720.0,0.0,1326.0,39.0,0.0,9119.0
2022-01-06 12:15:00+01:00,1699.0,737.0,2442.0,,0.0,0.0,,0.0,1088.0,,,5966.0
2022-01-06 12:30:00+01:00,1732.0,605.0,2403.0,,0.0,0.0,,0.0,1172.0,,,5912.0
2022-01-06 12:45:00+01:00,1743.0,627.0,2422.0,,0.0,0.0,,0.0,1105.0,,,5897.0
2022-01-06 13:00:00+01:00,1677.0,902.0,2335.0,0.0,0.0,0.0,1672.0,0.0,844.0,0.0,0.0,7430.0
2022-01-06 13:15:00+01:00,1708.0,929.0,2368.0,,0.0,0.0,,0.0,674.0,,,5679.0
2022-01-06 13:30:00+01:00,1722.0,884.0,2428.0,,0.0,0.0,,0.0,628.0,,,5662.0
2022-01-06 13:45:00+01:00,1717.0,886.0,2381.0,,0.0,0.0,,0.0,663.0,,,5647.0
2022-01-06 14:00:00+01:00,1760.0,722.0,2247.0,0.0,0.0,0.0,1254.0,0.0,755.0,0.0,0.0,6738.0
2022-01-06 14:15:00+01:00,1720.0,686.0,2198.0,,0.0,0.0,,0.0,631.0,,,5235.0
2022-01-06 14:30:00+01:00,1745.0,703.0,2148.0,,0.0,0.0,,0.0,584.0,,,5180.0
2022-01-06 14:45:00+01:00,1697.0,664.0,2178.0,,0.0,0.0,,0.0,516.0,,,5055.0
2022-01-06 15:00:00+01:00,1721.0,387.0,1952.0,0.0,0.0,0.0,942.0,0.0,555.0,0.0,0.0,5557.0
2022-01-06 15:15:00+01:00,1626.0,377.0,1936.0,,0.0,0.0,,0.0,529.0,,,4468.0
2022-01-06 15:30:00+01:00,1554.0,399.0,1958.0,,0.0,0.0,,0.0,458.0,,,4369.0
2022-01-06 15:45:00+01:00,1394.0,389.0,1879.0,,0.0,0.0,,0.0,645.0,,,4307.0
2022-01-06 16:00:00+01:00,1432.0,245.0,1538.0,0.0,0.0,0.0,1022.0,0.0,783.0,0.0,0.0,5020.0
2022-01-06 16:15:00+01:00,1445.0,249.0,1668.0,,0.0,0.0,,0.0,704.0,,,4066.0
2022-01-06 16:30:00+01:00,1385.0,272.0,1712.0,,0.0,0.0,,0.0,557.0,,,3926.0
2022-01-06 16:45:00+01:00,1275.0,346.0,1753.0,,0.0,0.0,,0.0,426.0,,,3800.0
2022-01-06 17:00:00+01:00,1107.0,775.0,1521.0,0.0,0.0,0.0,1116.0,0.0,209.0,0.0,3.0,4731.0
2022-01-06 17:15:00+01:00,1143.0,833.0,1657.0,,0.0,0.0,,0.0,212.0,,,3845.0
2022-01-06 17:30:00+01:00,1070.0,868.0,1670.0,,0.0,0.0,,0.0,61.0,,,3669.0
2022-01-06 17:45:00+01:00,1126.0,876.0,1713.0,,0.0,0.0,,0.0,12.0,,,3727.0
2022-01-06 18:00:00+01:00,1229.0,805.0,2076.0,0.0,0.0,0.0,1507.0,0.0,331.0,56.0,3.0,6007.0
2022-01-06 18:15:00+01:00,1258.0,822.0,2038.0,,0.0,0.0,,0.0,537.0,,,4655.0
2022-01-06 18:30:00+01:00,1257.0,815.0,2214.0,,0.0,0.0,,0.0,454.0,,,4740.0
2022-01-06 18:45:00+01:00,1368.0,695.0,2145.0,,0.0,0.0,,0.0,631.0,,,4839.0
2022-01-06 19:00:00+01:00,1671.0,152.0,2745.0,245.0,0.0,0.0,1823.0,0.0,1818.0,239.0,0.0,8693.0
2022-01-06 19:15:00+01:00,1719.0,85.0,2717.0,,0.0,0.0,,0.0,1957.0,,,6478.0
2022-01-06 19:30:00+01:00,1726.0,59.0,2671.0,,0.0,0.0,,0.0,2026.0,,,6482.0
2022-01-06 19:45:00+01:00,1757.0,35.0,2724.0,,0.0,0.0,,0.0,2294.0,,,6810.0
2022-01-06 20:00:00+01:00,1774.0,0.0,3151.0,420.0,0.0,0.0,1529.0,0.0,2300.0,376.0,0.0,9550.0
2022-01-06 20:15:00+01:00,1796.0,0.0,3324.0,,0.0,0.0,,0.0,2304.0,,,7424.0
2022-01-06 20:30:00+01:00,1718.0,0.0,3176.0,,0.0,0.0,,0.0,2282.0,,,7176.0
2022-01-06 20:45:00+01:00,1703.0,0.0,3225.0,,0.0,0.0,,0.0,2022.0,,,6950.0
2022-01-06 21:00:00+01:00,1707.0,0.0,3573.0,520.0,1.0,0.0,1394.0,0.0,1788.0,349.0,0.0,9332.0
2022-01-06 21:15:00+01:00,1736.0,0.0,3578.0,,11.0,0.0,,0.0,1704.0,,,7029.0
2022-01-06 21:30:00+01:00,1656.0,0.0,3550.0,,36.0,0.0,,0.0,1745.0,,,6987.0
2022-01-06 21:45:00+01:00,1596.0,0.0,3537.0,,2.0,0.0,,0.0,1797.0,,,6932.0
2022-01-06 22:00:00+01:00,1855.0,0.0,3722.0,802.0,242.0,0.0,1137.0,0.0,1649.0,652.0,0.0,10059.0
2022-01-06 22:15:00+01:00,1908.0,0.0,3744.0,,324.0,0.0,,0.0,1479.0,,,7455.0
2022-01-06 22:30:00+01:00,1664.0,0.0,3649.0,,195.0,0.0,,0.0,1703.0,,,7211.0
2022-01-06 22:45:00+01:00,1604.0,0.0,3577.0,,268.0,0.0,,0.0,1670.0,,,7119.0
2022-01-06 23:00:00+01:00,1571.0,0.0,3432.0,662.0,467.0,0.0,591.0,88.0,1609.0,701.0,0.0,9121.0
2022-01-06 23:15:00+01:00,1568.0,0.0,3400.0,,459.0,0.0,,170.0,1397.0,,,6994.0
2022-01-06 23:30:00+01:00,1465.0,0.0,3354.0,,456.0,0.0,,170.0,1589.0,,,7034.0
2022-01-06 23:45:00+01:00,1439.0,0.0,3298.0,,559.0,0.0,,259.0,1519.0,,,7074.0
