,AT,BE,CH,CZ,DK_1,DK_2,FR,NO_2,NL,PL,SE_4,sum
2022-01-01 00:00:00+01:00,1868.0,496.0,3169.0,289.0,443.0,699.0,331.0,1367.0,1416.0,394.0,0.0,10472.0
2022-01-01 00:15:00+01:00,1847.0,489.0,3222.0,,600.0,759.0,,1361.0,1403.0,,,9681.0
2022-01-01 00:30:00+01:00,1604.0,459.0,3219.0,,404.0,758.0,,1361.0,1422.0,,,9227.0
2022-01-01 00:45:00+01:00,1664.0,450.0,3225.0,,461.0,744.0,,1361.0,1437.0,,,9342.0
2022-01-01 01:00:00+01:00,1805.0,341.0,3233.0,155.0,509.0,624.0,487.0,1361.0,1325.0,396.0,0.0,10236.0
2022-01-01 01:15:00+01:00,1823.0,283.0,3251.0,,542.0,613.0,,1361.0,1346.0,,,9219.0
2022-01-01 01:30:00+01:00,1706.0,328.0,3161.0,,573.0,613.0,,1361.0,1316.0,,,9058.0
2022-01-01 01:45:00+01:00,1694.0,257.0,3131.0,,615.0,507.0,,1361.0,1269.0,,,8834.0
2022-01-01 02:00:00+01:00,1760.0,145.0,3302.0,187.0,531.0,112.0,880.0,1361.0,1143.0,408.0,0.0,9829.0
2022-01-01 02:15:00+01:00,1696.0,148.0,3380.0,,564.0,22.0,,1360.0,1135.0,,,8305.0
2022-01-01 02:30:00+01:00,1669.0,157.0,3422.0,,550.0,23.0,,1361.0,1044.0,,,8226.0
2022-01-01 02:45:00+01:00,1735.0,143.0,3459.0,,584.0,32.0,,1368.0,1046.0,,,8367.0
2022-01-01 03:00:00+01:00,1702.0,243.0,3501.0,95.0,355.0,122.0,527.0,1393.0,1344.0,450.0,0.0,9732.0
2022-01-01 03:15:00+01:00,1615.0,218.0,3504.0,,456.0,130.0,,1400.0,1399.0,,,8722.0
2022-01-01 03:30:00+01:00,1596.0,164.0,3480.0,,527.0,129.0,,1399.0,1324.0,,,8619.0
2022-01-01 03:45:00+01:00,1555.0,198.0,3319.0,,487.0,260.0,,1400.0,1423.0,,,8642.0
2022-01-01 04:00:00+01:00,1474.0,57.0,3084.0,26.0,84.0,537.0,94.0,1400.0,1532.0,367.0,0.0,8655.0
2022-01-01 04:15:00+01:00,1450.0,42.0,3154.0,,147.0,596.0,,1400.0,1558.0,,,8347.0
2022-01-01 04:30:00+01:00,1435.0,55.0,3150.0,,137.0,597.0,,1400.0,1521.0,,,8295.0
2022-01-01 04:45:00+01:00,1456.0,52.0,3154.0,,115.0,573.0,,1399.0,1523.0,,,8272.0
2022-01-01 05:00:00+01:00,1407.0,0.0,3127.0,0.0,115.0,380.0,0.0,1400.0,1421.0,333.0,2.0,8185.0
2022-01-01 05:15:00+01:00,1452.0,0.0,3169.0,,122.0,364.0,,1400.0,1298.0,,,7805.0
2022-01-01 05:30:00+01:00,1463.0,0.0,3203.0,,94.0,364.0,,1400.0,1199.0,,,7723.0
2022-01-01 05:45:00+01:00,1530.0,0.0,3235.0,,199.0,374.0,,1399.0,1099.0,,,7836.0
2022-01-01 06:00:00+01:00,1518.0,0.0,3206.0,0.0,334.0,455.0,0.0,1400.0,1237.0,325.0,2.0,8477.0
2022-01-01 06:15:00+01:00,1525.0,25.0,3234.0,,463.0,460.0,,1400.0,1296.0,,,8403.0
2022-01-01 06:30:00+01:00,1573.0,42.0,3244.0,,516.0,460.0,,1399.0,1390.0,,,8624.0
2022-01-01 06:45:00+01:00,1558.0,44.0,3216.0,,603.0,474.0,,1400.0,1480.0,,,8775.0
2022-01-01 07:00:00+01:00,1448.0,36.0,3158.0,0.0,303.0,595.0,0.0,1399.0,1613.0,219.0,2.0,8773.0
2022-01-01 07:15:00+01:00,1382.0,22.0,3082.0,,333.0,605.0,,1399.0,1593.0,,,8416.0
2022-01-01 07:30:00+01:00,1316.0,0.0,2970.0,,458.0,605.0,,1398.0,1510.0,,,8257.0
2022-01-01 07:45:00+01:00,1356.0,0.0,2836.0,,548.0,585.0,,1399.0,1475.0,,,8199.0
2022-01-01 08:00:00+01:00,1294.0,0.0,2577.0,0.0,479.0,414.0,0.0,1400.0,1499.0,5.0,2.0,7670.0
2022-01-01 08:15:00+01:00,1406.0,0.0,2655.0,,636.0,400.0,,1400.0,1369.0,,,7866.0
2022-01-01 08:30:00+01:00,1487.0,0.0,2758.0,,725.0,399.0,,1399.0,1238.0,,,8006.0
2022-01-01 08:45:00+01:00,1509.0,0.0,2817.0,,726.0,394.0,,1400.0,1232.0,,,8078.0
2022-01-01 09:00:00+01:00,1547.0,0.0,2772.0,0.0,594.0,343.0,0.0,1399.0,1331.0,19.0,2.0,8007.0
2022-01-01 09:15:00+01:00,1567.0,0.0,2777.0,,624.0,338.0,,1398.0,1359.0,,,8063.0
2022-01-01 09:30:00+01:00,1545.0,0.0,2755.0,,682.0,339.0,,1399.0,1279.0,,,7999.0
2022-01-01 09:45:00+01:00,1543.0,0.0,2738.0,,693.0,264.0,,1399.0,1222.0,,,7859.0
2022-01-01 10:00:00+01:00,1501.0,0.0,2443.0,11.0,633.0,3.0,0.0,1400.0,1197.0,379.0,2.0,7569.0
2022-01-01 10:15:00+01:00,1542.0,0.0,2379.0,,645.0,0.0,,1400.0,1133.0,,,7099.0
2022-01-01 10:30:00+01:00,1523.0,0.0,2372.0,,644.0,0.0,,1399.0,1085.0,,,7023.0
2022-01-01 10:45:00+01:00,1518.0,0.0,2266.0,,642.0,7.0,,1400.0,976.0,,,6809.0
2022-01-01 11:00:00+01:00,1293.0,0.0,1622.0,0.0,700.0,204.0,0.0,1400.0,843.0,449.0,2.0,6513.0
2022-01-01 11:15:00+01:00,1279.0,0.0,1449.0,,843.0,226.0,,1400.0,824.0,,,6021.0
2022-01-01 11:30:00+01:00,1330.0,0.0,1313.0,,815.0,225.0,,1401.0,883.0,,,5967.0
2022-01-01 11:45:00+01:00,1315.0,0.0,1391.0,,736.0,204.0,,1399.0,982.0,,,6027.0
2022-01-01 12:00:00+01:00,1363.0,0.0,1616.0,0.0,503.0,15.0,0.0,1397.0,1078.0,373.0,2.0,6347.0
2022-01-01 12:15:00+01:00,1280.0,0.0,1543.0,,333.0,0.0,,1396.0,1102.0,,,5654.0
2022-01-01 12:30:00+01:00,1239.0,0.0,1477.0,,368.0,4.0,,1396.0,1126.0,,,5610.0
2022-01-01 12:45:00+01:00,1219.0,0.0,1505.0,,348.0,29.0,,1390.0,1121.0,,,5612.0
2022-01-01 13:00:00+01:00,1160.0,0.0,1367.0,0.0,322.0,246.0,0.0,1366.0,1053.0,380.0,2.0,5896.0
2022-01-01 13:15:00+01:00,1096.0,0.0,1138.0,,216.0,263.0,,1360.0,1081.0,,,5154.0
2022-01-01 13:30:00+01:00,895.0,0.0,1036.0,,219.0,264.0,,1361.0,1067.0,,,4842.0
2022-01-01 13:45:00+01:00,837.0,0.0,1076.0,,204.0,276.0,,1360.0,1096.0,,,4849.0
2022-01-01 14:00:00+01:00,828.0,0.0,1163.0,6.0,215.0,369.0,0.0,1360.0,1109.0,456.0,2.0,5508.0
2022-01-01 14:15:00+01:00,840.0,0.0,1127.0,,209.0,377.0,,1361.0,1129.0,,,5043.0
2022-01-01 14:30:00+01:00,867.0,0.0,1104.0,,74.0,377.0,,1361.0,1148.0,,,4931.0
2022-01-01 14:45:00+01:00,891.0,0.0,1096.0,,90.0,403.0,,1361.0,1168.0,,,5009.0
2022-01-01 15:00:00+01:00,880.0,0.0,1029.0,325.0,73.0,618.0,0.0,1360.0,1249.0,670.0,2.0,6206.0
2022-01-01 15:15:00+01:00,938.0,0.0,1068.0,,24.0,639.0,,1360.0,1301.0,,,5330.0
2022-01-01 15:30:00+01:00,966.0,0.0,1157.0,,27.0,638.0,,1359.0,1305.0,,,5452.0
2022-01-01 15:45:00+01:00,980.0,0.0,1261.0,,1.0,659.0,,1318.0,1353.0,,,5572.0
2022-01-01 16:00:00+01:00,846.0,0.0,1147.0,404.0,0.0,840.0,0.0,1148.0,1428.0,917.0,2.0,6732.0
2022-01-01 16:15:00+01:00,876.0,0.0,1287.0,,0.0,856.0,,1105.0,1473.0,,,5597.0
2022-01-01 16:30:00+01:00,867.0,0.0,1325.0,,0.0,857.0,,1105.0,1474.0,,,5628.0
2022-01-01 16:45:00+01:00,890.0,0.0,1285.0,,0.0,861.0,,1055.0,1431.0,,,5522.0
2022-01-01 17:00:00+01:00,867.0,0.0,1243.0,390.0,0.0,898.0,0.0,855.0,1321.0,622.0,2.0,6198.0
2022-01-01 17:15:00+01:00,846.0,0.0,1358.0,,0.0,900.0,,804.0,1377.0,,,5285.0
2022-01-01 17:30:00+01:00,917.0,0.0,1382.0,,0.0,900.0,,805.0,1421.0,,,5425.0
2022-01-01 17:45:00+01:00,928.0,0.0,1439.0,,0.0,842.0,,730.0,1489.0,,,5428.0
2022-01-01 18:00:00+01:00,1050.0,15.0,1495.0,674.0,0.0,630.0,0.0,433.0,1619.0,814.0,2.0,6732.0
2022-01-01 18:15:00+01:00,1025.0,40.0,1537.0,,0.0,584.0,,357.0,1644.0,,,5187.0
2022-01-01 18:30:00+01:00,1089.0,46.0,1659.0,,0.0,585.0,,357.0,1677.0,,,5413.0
2022-01-01 18:45:00+01:00,1102.0,3.0,1685.0,,0.0,564.0,,456.0,1573.0,,,5383.0
2022-01-01 19:00:00+01:00,1181.0,66.0,2106.0,771.0,46.0,398.0,0.0,849.0,1414.0,815.0,2.0,7648.0
2022-01-01 19:15:00+01:00,1197.0,70.0,2212.0,,32.0,384.0,,949.0,1338.0,,,6182.0
2022-01-01 19:30:00+01:00,1255.0,189.0,2313.0,,22.0,385.0,,949.0,1402.0,,,6515.0
2022-01-01 19:45:00+01:00,1271.0,158.0,2231.0,,1.0,328.0,,1012.0,1494.0,,,6495.0
2022-01-01 20:00:00+01:00,1435.0,74.0,2490.0,785.0,139.0,116.0,0.0,1264.0,1337.0,871.0,2.0,8513.0
2022-01-01 20:15:00+01:00,1404.0,20.0,2324.0,,68.0,66.0,,1327.0,1350.0,,,6559.0
2022-01-01 20:30:00+01:00,1365.0,75.0,2377.0,,72.0,67.0,,1326.0,1414.0,,,6696.0
2022-01-01 20:45:00+01:00,1299.0,36.0,2378.0,,46.0,4.0,,1331.0,1463.0,,,6557.0
2022-01-01 21:00:00+01:00,1409.0,0.0,2303.0,852.0,36.0,0.0,0.0,1348.0,1385.0,805.0,2.0,8140.0
2022-01-01 21:15:00+01:00,1362.0,0.0,2298.0,,79.0,0.0,,1353.0,1391.0,,,6483.0
2022-01-01 21:30:00+01:00,1235.0,0.0,2350.0,,90.0,0.0,,1353.0,1422.0,,,6450.0
2022-01-01 21:45:00+01:00,1215.0,0.0,2359.0,,64.0,0.0,,1341.0,1481.0,,,6460.0
2022-01-01 22:00:00+01:00,1349.0,215.0,2576.0,853.0,94.0,0.0,0.0,1293.0,1354.0,747.0,0.0,8481.0
2022-01-01 22:15:00+01:00,1294.0,298.0,2496.0,,97.0,0.0,,1282.0,1351.0,,,6818.0
2022-01-01 22:30:00+01:00,1350.0,345.0,2639.0,,76.0,0.0,,1282.0,1374.0,,,7066.0
2022-01-01 22:45:00+01:00,1349.0,279.0,2696.0,,49.0,1.0,,1283.0,1351.0,,,7008.0
2022-01-01 23:00:00+01:00,1584.0,160.0,2749.0,985.0,9.0,0.0,0.0,1288.0,1335.0,1059.0,0.0,9169.0
2022-01-01 23:15:00+01:00,1475.0,111.0,2663.0,,6.0,0.0,,1289.0,1317.0,,,6861.0
2022-01-01 23:30:00+01:00,1452.0,23.0,2686.0,,44.0,0.0,,1290.0,1287.0,,,6782.0
2022-01-01 23:45:00+01:00,1493.0,8.0,2710.0,,12.0,0.0,,1295.0,1227.0,,,6745.0
2022-01-02 00:00:00+01:00,1778.0,0.0,2832.0,1198.0,54.0,0.0,0.0,1237.0,1408.0,913.0,0.0,9420.0
2022-01-02 00:15:00+01:00,1630.0,0.0,2629.0,,158.0,1.0,,7.0,1601.0,,,6026.0
2022-01-02 00:30:00+01:00,1643.0,0.0,2634.0,,117.0,1.0,,7.0,1558.0,,,5960.0
2022-01-02 00:45:00+01:00,1702.0,0.0,2749.0,,114.0,0.0,,6.0,1576.0,,,6147.0
2022-01-02 01:00:00+01:00,1828.0,34.0,2991.0,1054.0,42.0,0.0,96.0,5.0,1665.0,962.0,0.0,8677.0
2022-01-02 01:15:00+01:00,1689.0,25.0,2968.0,,112.0,1.0,,6.0,1648.0,,,6449.0
2022-01-02 01:30:00+01:00,1645.0,17.0,2952.0,,112.0,0.0,,7.0,1687.0,,,6420.0
2022-01-02 01:45:00+01:00,1736.0,38.0,2872.0,,78.0,1.0,,7.0,1531.0,,,6263.0
2022-01-02 02:00:00+01:00,1771.0,30.0,2984.0,940.0,9.0,1.0,0.0,7.0,1618.0,1026.0,0.0,8386.0
2022-01-02 02:15:00+01:00,1796.0,5.0,2945.0,,59.0,1.0,,7.0,1591.0,,,6404.0
2022-01-02 02:30:00+01:00,1769.0,0.0,2927.0,,91.0,2.0,,7.0,1579.0,,,6375.0
2022-01-02 02:45:00+01:00,1700.0,0.0,2850.0,,97.0,1.0,,7.0,1595.0,,,6250.0
2022-01-02 03:00:00+01:00,1789.0,12.0,2890.0,1013.0,19.0,1.0,0.0,7.0,1738.0,991.0,0.0,8460.0
2022-01-02 03:15:00+01:00,1822.0,0.0,2864.0,,93.0,56.0,,7.0,1655.0,,,6497.0
2022-01-02 03:30:00+01:00,1814.0,0.0,2816.0,,105.0,56.0,,7.0,1654.0,,,6452.0
2022-01-02 03:45:00+01:00,1758.0,0.0,2806.0,,99.0,135.0,,7.0,1640.0,,,6445.0
2022-01-02 04:00:00+01:00,1684.0,0.0,2614.0,974.0,0.0,421.0,0.0,7.0,1574.0,918.0,0.0,8192.0
2022-01-02 04:15:00+01:00,1667.0,0.0,2596.0,,0.0,486.0,,7.0,1549.0,,,6305.0
2022-01-02 04:30:00+01:00,1644.0,0.0,2647.0,,0.0,486.0,,7.0,1538.0,,,6322.0
2022-01-02 04:45:00+01:00,1675.0,0.0,2649.0,,0.0,493.0,,7.0,1501.0,,,6325.0
2022-01-02 05:00:00+01:00,1673.0,0.0,2614.0,1005.0,0.0,555.0,0.0,7.0,1544.0,951.0,2.0,8351.0
2022-01-02 05:15:00+01:00,1677.0,0.0,2593.0,,0.0,560.0,,7.0,1555.0,,,6392.0
2022-01-02 05:30:00+01:00,1744.0,0.0,2587.0,,10.0,559.0,,7.0,1524.0,,,6431.0
2022-01-02 05:45:00+01:00,1780.0,0.0,2568.0,,4.0,584.0,,7.0,1434.0,,,6377.0
2022-01-02 06:00:00+01:00,1794.0,0.0,2871.0,1158.0,59.0,801.0,0.0,7.0,1492.0,980.0,2.0,9164.0
2022-01-02 06:15:00+01:00,1759.0,0.0,2977.0,,104.0,819.0,,7.0,1451.0,,,7117.0
2022-01-02 06:30:00+01:00,1796.0,0.0,3126.0,,179.0,820.0,,7.0,1487.0,,,7415.0
2022-01-02 06:45:00+01:00,1802.0,0.0,3092.0,,125.0,820.0,,7.0,1445.0,,,7291.0
2022-01-02 07:00:00+01:00,1878.0,0.0,3112.0,1366.0,20.0,817.0,0.0,7.0,1476.0,1037.0,2.0,9715.0
2022-01-02 07:15:00+01:00,1907.0,0.0,3197.0,,11.0,817.0,,6.0,1547.0,,,7485.0
2022-01-02 07:30:00+01:00,2028.0,0.0,3251.0,,31.0,816.0,,6.0,1528.0,,,7660.0
2022-01-02 07:45:00+01:00,2081.0,0.0,3276.0,,58.0,816.0,,6.0,1582.0,,,7819.0
2022-01-02 08:00:00+01:00,2106.0,0.0,3179.0,1612.0,35.0,816.0,0.0,6.0,1559.0,1132.0,2.0,10447.0
2022-01-02 08:15:00+01:00,2254.0,0.0,3123.0,,76.0,817.0,,6.0,1447.0,,,7723.0
2022-01-02 08:30:00+01:00,2391.0,0.0,3278.0,,134.0,816.0,,6.0,1337.0,,,7962.0
2022-01-02 08:45:00+01:00,2441.0,0.0,3279.0,,95.0,818.0,,6.0,1317.0,,,7956.0
2022-01-02 09:00:00+01:00,2315.0,0.0,3080.0,1534.0,24.0,829.0,0.0,6.0,1291.0,1195.0,2.0,10276.0
2022-01-02 09:15:00+01:00,2400.0,0.0,3116.0,,59.0,829.0,,6.0,1302.0,,,7712.0
2022-01-02 09:30:00+01:00,2432.0,0.0,3055.0,,71.0,830.0,,6.0,1246.0,,,7640.0
2022-01-02 09:45:00+01:00,2439.0,0.0,2959.0,,132.0,832.0,,6.0,1223.0,,,7591.0
2022-01-02 10:00:00+01:00,2508.0,0.0,2983.0,1601.0,196.0,856.0,0.0,6.0,1429.0,894.0,2.0,10475.0
2022-01-02 10:15:00+01:00,2510.0,0.0,2903.0,,221.0,858.0,,6.0,1444.0,,,7942.0
2022-01-02 10:30:00+01:00,2550.0,0.0,2855.0,,284.0,858.0,,5.0,1445.0,,,7997.0
2022-01-02 10:45:00+01:00,2589.0,0.0,2796.0,,294.0,861.0,,6.0,1515.0,,,8061.0
2022-01-02 11:00:00+01:00,2777.0,0.0,2665.0,1983.0,357.0,888.0,0.0,6.0,1538.0,903.0,2.0,11119.0
2022-01-02 11:15:00+01:00,2810.0,0.0,2611.0,,493.0,891.0,,6.0,1571.0,,,8382.0
2022-01-02 11:30:00+01:00,2823.0,0.0,2557.0,,572.0,891.0,,6.0,1605.0,,,8454.0
2022-01-02 11:45:00+01:00,2770.0,0.0,2548.0,,599.0,892.0,,6.0,1487.0,,,8302.0
2022-01-02 12:00:00+01:00,2923.0,52.0,2690.0,2039.0,715.0,903.0,0.0,6.0,1412.0,937.0,2.0,11679.0
2022-01-02 12:15:00+01:00,2801.0,55.0,2718.0,,663.0,903.0,,6.0,1574.0,,,8720.0
2022-01-02 12:30:00+01:00,2682.0,46.0,2654.0,,714.0,903.0,,6.0,1553.0,,,8558.0
2022-01-02 12:45:00+01:00,2606.0,51.0,2591.0,,788.0,903.0,,6.0,1567.0,,,8512.0
2022-01-02 13:00:00+01:00,2578.0,0.0,2345.0,2222.0,828.0,903.0,0.0,7.0,1515.0,1171.0,2.0,11571.0
2022-01-02 13:15:00+01:00,2483.0,0.0,2160.0,,921.0,904.0,,6.0,1579.0,,,8053.0
2022-01-02 13:30:00+01:00,2424.0,0.0,2202.0,,938.0,906.0,,6.0,1630.0,,,8106.0
2022-01-02 13:45:00+01:00,2549.0,32.0,2118.0,,816.0,909.0,,6.0,1614.0,,,8044.0
2022-01-02 14:00:00+01:00,2555.0,557.0,2395.0,2164.0,953.0,933.0,0.0,6.0,1390.0,1194.0,277.0,12424.0
2022-01-02 14:15:00+01:00,2491.0,616.0,2500.0,,875.0,936.0,,6.0,1373.0,,,8797.0
2022-01-02 14:30:00+01:00,2544.0,612.0,2453.0,,855.0,936.0,,6.0,1376.0,,,8782.0
2022-01-02 14:45:00+01:00,2541.0,635.0,2488.0,,913.0,938.0,,6.0,1409.0,,,8930.0
2022-01-02 15:00:00+01:00,2687.0,887.0,2635.0,2403.0,840.0,957.0,0.0,1.0,1470.0,1292.0,303.0,13475.0
2022-01-02 15:15:00+01:00,2738.0,931.0,2644.0,,930.0,957.0,,6.0,1539.0,,,9745.0
2022-01-02 15:30:00+01:00,2717.0,955.0,2647.0,,833.0,959.0,,10.0,1573.0,,,9694.0
2022-01-02 15:45:00+01:00,2735.0,945.0,2708.0,,833.0,955.0,,15.0,1544.0,,,9735.0
2022-01-02 16:00:00+01:00,2314.0,913.0,2680.0,2360.0,824.0,923.0,0.0,28.0,1519.0,1253.0,303.0,13117.0
2022-01-02 16:15:00+01:00,2348.0,942.0,2563.0,,850.0,920.0,,29.0,1595.0,,,9247.0
2022-01-02 16:30:00+01:00,2375.0,937.0,2510.0,,816.0,920.0,,54.0,1582.0,,,9194.0
2022-01-02 16:45:00+01:00,2324.0,922.0,2538.0,,722.0,916.0,,54.0,1604.0,,,9080.0
2022-01-02 17:00:00+01:00,2069.0,681.0,2080.0,2145.0,881.0,891.0,0.0,54.0,1467.0,1121.0,303.0,11692.0
2022-01-02 17:15:00+01:00,2020.0,718.0,2168.0,,826.0,890.0,,55.0,1615.0,,,8292.0
2022-01-02 17:30:00+01:00,2025.0,716.0,2207.0,,815.0,888.0,,54.0,1626.0,,,8331.0
2022-01-02 17:45:00+01:00,1991.0,677.0,2206.0,,754.0,888.0,,55.0,1653.0,,,8224.0
