,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
2022-01-01 00:00:00+01:00,4375.0,3596.0,3447.0,2048.0,279.0,25.0,589.0,2400.0,1436.0,53.0,3208.0,333.0,126.0,2.0,0.0,863.0,6132.0,25772.0,0.0
2022-01-01 00:15:00+01:00,4361.0,3582.0,3483.0,2041.0,279.0,26.0,415.0,2513.0,1436.0,38.0,3325.0,333.0,126.0,1.0,0.0,865.0,6038.0,25686.0,0.0
2022-01-01 00:30:00+01:00,4359.0,3526.0,3537.0,2038.0,279.0,26.0,373.0,2731.0,1435.0,27.0,3344.0,333.0,126.0,1.0,0.0,854.0,5961.0,25280.0,0.0
2022-01-01 00:45:00+01:00,4377.0,3544.0,3527.0,2030.0,279.0,26.0,289.0,2784.0,1436.0,31.0,3342.0,333.0,126.0,1.0,0.0,839.0,5771.0,25344.0,0.0
2022-01-01 01:00:00+01:00,4369.0,3565.0,3414.0,2053.0,279.0,26.0,453.0,2347.0,1431.0,115.0,3351.0,333.0,126.0,1.0,0.0,858.0,5688.0,24884.0,0.0
2022-01-01 01:15:00+01:00,4360.0,3521.0,3415.0,2057.0,279.0,26.0,438.0,2598.0,1428.0,118.0,3350.0,333.0,126.0,1.0,0.0,852.0,5795.0,24636.0,0.0
2022-01-01 01:30:00+01:00,4355.0,3534.0,3403.0,2044.0,279.0,26.0,394.0,2800.0,1430.0,116.0,3347.0,333.0,126.0,1.0,0.0,847.0,5775.0,24206.0,0.0
2022-01-01 01:45:00+01:00,4359.0,3567.0,3425.0,2045.0,279.0,26.0,374.0,2909.0,1430.0,32.0,3344.0,333.0,126.0,1.0,0.0,855.0,5843.0,23513.0,0.0
2022-01-01 02:00:00+01:00,4364.0,3523.0,3437.0,2038.0,279.0,26.0,536.0,2849.0,1430.0,99.0,3347.0,333.0,126.0,1.0,0.0,847.0,5699.0,23546.0,0.0
2022-01-01 02:15:00+01:00,4358.0,3506.0,3394.0,2038.0,279.0,26.0,380.0,2898.0,1427.0,30.0,3345.0,333.0,126.0,1.0,0.0,848.0,5748.0,23154.0,0.0
2022-01-01 02:30:00+01:00,4367.0,3480.0,3404.0,2029.0,279.0,26.0,337.0,3014.0,1429.0,31.0,3348.0,333.0,126.0,1.0,0.0,845.0,5410.0,22965.0,0.0
2022-01-01 02:45:00+01:00,4371.0,3471.0,3400.0,2028.0,279.0,27.0,266.0,2933.0,1427.0,27.0,3337.0,333.0,126.0,1.0,0.0,841.0,5335.0,22867.0,0.0
2022-01-01 03:00:00+01:00,4369.0,3507.0,3427.0,2024.0,279.0,27.0,336.0,3165.0,1428.0,31.0,3348.0,333.0,126.0,1.0,0.0,834.0,5305.0,22561.0,0.0
2022-01-01 03:15:00+01:00,4377.0,3497.0,3408.0,2025.0,279.0,27.0,319.0,3384.0,1428.0,30.0,3342.0,333.0,126.0,1.0,0.0,842.0,5266.0,22283.0,0.0
2022-01-01 03:30:00+01:00,4372.0,3505.0,3407.0,2021.0,279.0,27.0,335.0,3283.0,1429.0,31.0,3343.0,333.0,126.0,1.0,0.0,846.0,5353.0,21747.0,0.0
2022-01-01 03:45:00+01:00,4367.0,3510.0,3414.0,2025.0,279.0,27.0,295.0,3479.0,1428.0,34.0,3337.0,333.0,126.0,1.0,0.0,845.0,5607.0,21487.0,0.0
2022-01-01 04:00:00+01:00,4371.0,3523.0,3429.0,2017.0,279.0,27.0,284.0,3771.0,1428.0,60.0,3342.0,333.0,126.0,1.0,0.0,837.0,5592.0,20840.0,0.0
2022-01-01 04:15:00+01:00,4371.0,3510.0,3419.0,2014.0,279.0,27.0,260.0,3710.0,1426.0,30.0,3343.0,333.0,126.0,1.0,0.0,836.0,5694.0,20836.0,0.0
2022-01-01 04:30:00+01:00,4378.0,3531.0,3432.0,2008.0,279.0,27.0,218.0,3486.0,1427.0,171.0,3344.0,333.0,126.0,1.0,0.0,833.0,5696.0,20202.0,0.0
2022-01-01 04:45:00+01:00,4373.0,3586.0,3435.0,2014.0,279.0,27.0,215.0,3280.0,1425.0,53.0,3341.0,333.0,126.0,1.0,0.0,836.0,5364.0,20158.0,0.0
2022-01-01 05:00:00+01:00,4375.0,3630.0,3408.0,2007.0,279.0,27.0,214.0,2965.0,1426.0,34.0,3345.0,333.0,126.0,1.0,0.0,834.0,5019.0,19769.0,0.0
2022-01-01 05:15:00+01:00,4380.0,3711.0,3428.0,2011.0,279.0,27.0,218.0,2875.0,1419.0,51.0,3345.0,333.0,126.0,2.0,0.0,838.0,4645.0,19550.0,0.0
2022-01-01 05:30:00+01:00,4381.0,3866.0,3417.0,2019.0,279.0,27.0,211.0,2929.0,1418.0,90.0,3351.0,333.0,126.0,2.0,0.0,846.0,4322.0,19369.0,0.0
2022-01-01 05:45:00+01:00,4383.0,3861.0,3432.0,2019.0,279.0,27.0,208.0,2826.0,1416.0,88.0,3348.0,333.0,126.0,1.0,0.0,849.0,4139.0,19341.0,0.0
2022-01-01 06:00:00+01:00,4401.0,3859.0,3411.0,2013.0,279.0,27.0,107.0,2736.0,1412.0,28.0,3343.0,333.0,126.0,1.0,0.0,844.0,4106.0,19582.0,0.0
2022-01-01 06:15:00+01:00,4418.0,3866.0,3448.0,2029.0,280.0,27.0,145.0,2304.0,1415.0,31.0,3342.0,333.0,126.0,1.0,0.0,838.0,4331.0,19300.0,0.0
2022-01-01 06:30:00+01:00,4424.0,3879.0,3460.0,2041.0,281.0,27.0,207.0,2182.0,1416.0,34.0,3346.0,333.0,126.0,1.0,0.0,845.0,4635.0,19130.0,0.0
2022-01-01 06:45:00+01:00,4426.0,3901.0,3472.0,2042.0,281.0,27.0,209.0,2127.0,1419.0,31.0,3342.0,333.0,126.0,1.0,0.0,846.0,4987.0,18762.0,0.0
2022-01-01 07:00:00+01:00,4449.0,3868.0,3474.0,2310.0,281.0,27.0,275.0,2416.0,1418.0,25.0,3340.0,333.0,126.0,1.0,0.0,852.0,5035.0,18414.0,0.0
2022-01-01 07:15:00+01:00,4460.0,3862.0,3469.0,2351.0,281.0,27.0,275.0,1912.0,1418.0,29.0,3334.0,333.0,126.0,1.0,0.0,853.0,4950.0,18025.0,0.0
2022-01-01 07:30:00+01:00,4475.0,3874.0,3480.0,2416.0,281.0,27.0,275.0,1671.0,1418.0,31.0,3311.0,326.0,126.0,2.0,0.0,856.0,4826.0,17742.0,0.0
2022-01-01 07:45:00+01:00,4504.0,3874.0,3464.0,2369.0,281.0,27.0,276.0,1656.0,1423.0,30.0,3332.0,326.0,126.0,2.0,0.0,858.0,4589.0,17697.0,0.0
2022-01-01 08:00:00+01:00,4544.0,3962.0,3600.0,2469.0,281.0,27.0,276.0,2061.0,1422.0,55.0,3345.0,326.0,126.0,5.0,0.0,859.0,4512.0,17077.0,0.0
2022-01-01 08:15:00+01:00,4564.0,3953.0,3602.0,2447.0,281.0,27.0,165.0,1707.0,1428.0,42.0,3343.0,326.0,126.0,55.0,0.0,859.0,4105.0,16771.0,0.0
2022-01-01 08:30:00+01:00,4575.0,3978.0,3610.0,2414.0,281.0,27.0,146.0,1581.0,1438.0,32.0,3347.0,326.0,126.0,273.0,0.0,854.0,3921.0,16485.0,0.0
2022-01-01 08:45:00+01:00,4575.0,4034.0,3610.0,2465.0,281.0,27.0,146.0,1498.0,1441.0,29.0,3339.0,326.0,126.0,611.0,0.0,852.0,4150.0,16237.0,0.0
2022-01-01 09:00:00+01:00,4579.0,4185.0,3529.0,2451.0,281.0,27.0,144.0,1909.0,1438.0,36.0,3331.0,326.0,126.0,1068.0,0.0,855.0,4261.0,16106.0,0.0
2022-01-01 09:15:00+01:00,4608.0,4202.0,3512.0,2437.0,281.0,27.0,139.0,1550.0,1441.0,26.0,3328.0,326.0,126.0,1609.0,0.0,849.0,4313.0,15857.0,0.0
2022-01-01 09:30:00+01:00,4606.0,4232.0,3538.0,2467.0,281.0,27.0,140.0,1265.0,1441.0,25.0,3330.0,326.0,126.0,2118.0,0.0,851.0,4253.0,15397.0,0.0
2022-01-01 09:45:00+01:00,4584.0,4219.0,3527.0,2491.0,281.0,24.0,141.0,1221.0,1448.0,25.0,3334.0,320.0,126.0,2661.0,0.0,849.0,4029.0,15221.0,0.0
2022-01-01 10:00:00+01:00,4577.0,4346.0,3639.0,2429.0,281.0,22.0,188.0,1402.0,1442.0,29.0,3337.0,320.0,126.0,3266.0,0.0,851.0,4036.0,14777.0,0.0
2022-01-01 10:15:00+01:00,4592.0,4436.0,3645.0,2444.0,281.0,22.0,204.0,1477.0,1446.0,28.0,3336.0,320.0,126.0,3919.0,0.0,854.0,4061.0,14151.0,0.0
2022-01-01 10:30:00+01:00,4600.0,4348.0,3652.0,2449.0,281.0,22.0,228.0,1176.0,1447.0,31.0,3340.0,320.0,126.0,4571.0,0.0,859.0,4129.0,13684.0,0.0
2022-01-01 10:45:00+01:00,4605.0,4367.0,3661.0,2454.0,281.0,22.0,204.0,1069.0,1450.0,28.0,3344.0,320.0,126.0,5179.0,0.0,849.0,3978.0,13267.0,0.0
2022-01-01 11:00:00+01:00,4583.0,4396.0,3651.0,2488.0,281.0,22.0,129.0,1455.0,1449.0,38.0,3344.0,320.0,126.0,5700.0,0.0,850.0,3923.0,12628.0,0.0
2022-01-01 11:15:00+01:00,4564.0,4414.0,3657.0,2500.0,281.0,22.0,166.0,1611.0,1447.0,26.0,3342.0,320.0,126.0,6242.0,0.0,849.0,4077.0,12339.0,0.0
2022-01-01 11:30:00+01:00,4542.0,4421.0,3662.0,2541.0,281.0,19.0,179.0,1720.0,1446.0,30.0,3340.0,320.0,126.0,6704.0,0.0,846.0,4411.0,11741.0,0.0
2022-01-01 11:45:00+01:00,4564.0,4464.0,3680.0,2579.0,281.0,17.0,183.0,1223.0,1445.0,75.0,3347.0,320.0,126.0,7092.0,0.0,852.0,4649.0,10919.0,0.0
2022-01-01 12:00:00+01:00,4546.0,4513.0,3650.0,2641.0,281.0,17.0,968.0,813.0,1439.0,30.0,3354.0,320.0,126.0,7376.0,0.0,851.0,4592.0,10931.0,0.0
2022-01-01 12:15:00+01:00,4533.0,4474.0,3670.0,2730.0,281.0,17.0,793.0,633.0,1435.0,24.0,3351.0,320.0,126.0,7603.0,0.0,851.0,4842.0,10692.0,0.0
2022-01-01 12:30:00+01:00,4513.0,4558.0,3664.0,2757.0,281.0,17.0,828.0,660.0,1435.0,25.0,3343.0,320.0,126.0,7677.0,0.0,847.0,5186.0,10057.0,0.0
2022-01-01 12:45:00+01:00,4511.0,4469.0,3643.0,2762.0,281.0,17.0,897.0,650.0,1433.0,22.0,3344.0,320.0,126.0,7466.0,0.0,853.0,5360.0,9718.0,0.0
2022-01-01 13:00:00+01:00,4505.0,4259.0,3555.0,2751.0,281.0,17.0,1284.0,647.0,1435.0,23.0,3347.0,320.0,126.0,7194.0,0.0,857.0,5379.0,9389.0,0.0
2022-01-01 13:15:00+01:00,4499.0,4232.0,3549.0,2749.0,281.0,17.0,1268.0,1062.0,1435.0,19.0,3348.0,320.0,126.0,6919.0,0.0,853.0,5445.0,9093.0,0.0
2022-01-01 13:30:00+01:00,4499.0,4232.0,3548.0,2745.0,281.0,17.0,1333.0,1080.0,1433.0,34.0,3345.0,320.0,126.0,6502.0,0.0,847.0,5562.0,8769.0,0.0
2022-01-01 13:45:00+01:00,4499.0,4236.0,3534.0,2750.0,281.0,17.0,1462.0,936.0,1434.0,70.0,3336.0,320.0,126.0,5965.0,0.0,847.0,5724.0,8495.0,0.0
2022-01-01 14:00:00+01:00,4502.0,4395.0,3653.0,2841.0,281.0,17.0,2345.0,791.0,1431.0,40.0,3277.0,320.0,126.0,5370.0,0.0,845.0,5810.0,8479.0,0.0
2022-01-01 14:15:00+01:00,4508.0,4644.0,3647.0,2877.0,281.0,17.0,2323.0,569.0,1428.0,120.0,3269.0,320.0,126.0,4790.0,0.0,846.0,5859.0,8270.0,0.0
2022-01-01 14:30:00+01:00,4523.0,5015.0,3624.0,2988.0,281.0,17.0,2312.0,597.0,1427.0,84.0,3343.0,320.0,126.0,4161.0,0.0,848.0,5910.0,8253.0,0.0
2022-01-01 14:45:00+01:00,4527.0,5575.0,3631.0,3014.0,281.0,17.0,2326.0,510.0,1428.0,67.0,3341.0,320.0,126.0,3485.0,0.0,849.0,5978.0,8289.0,0.0
2022-01-01 15:00:00+01:00,4540.0,6094.0,3629.0,3145.0,281.0,17.0,2003.0,561.0,1426.0,84.0,3336.0,320.0,126.0,2724.0,0.0,848.0,6020.0,8466.0,0.0
2022-01-01 15:15:00+01:00,4553.0,6302.0,3656.0,3232.0,281.0,18.0,1968.0,411.0,1427.0,47.0,3346.0,320.0,126.0,1990.0,0.0,840.0,6029.0,8519.0,0.0
2022-01-01 15:30:00+01:00,4555.0,6411.0,3657.0,3374.0,281.0,18.0,2043.0,112.0,1425.0,170.0,3348.0,320.0,126.0,1320.0,0.0,850.0,6038.0,8761.0,0.0
2022-01-01 15:45:00+01:00,4582.0,6663.0,3673.0,3562.0,281.0,18.0,2153.0,99.0,1425.0,29.0,3347.0,320.0,126.0,794.0,0.0,856.0,6066.0,9220.0,0.0
2022-01-01 16:00:00+01:00,4621.0,6932.0,3604.0,3693.0,281.0,18.0,2356.0,96.0,1424.0,15.0,3342.0,320.0,126.0,396.0,0.0,859.0,6075.0,9798.0,0.0
2022-01-01 16:15:00+01:00,4641.0,6977.0,3501.0,3793.0,281.0,18.0,2923.0,95.0,1423.0,29.0,3345.0,320.0,126.0,133.0,0.0,852.0,6104.0,10313.0,0.0
2022-01-01 16:30:00+01:00,4641.0,7064.0,3623.0,3843.0,281.0,18.0,3154.0,31.0,1422.0,28.0,3348.0,320.0,126.0,19.0,0.0,860.0,6115.0,10813.0,0.0
2022-01-01 16:45:00+01:00,4651.0,7193.0,3622.0,3913.0,281.0,18.0,3300.0,12.0,1421.0,31.0,3349.0,320.0,126.0,3.0,0.0,860.0,6132.0,11355.0,0.0
2022-01-01 17:00:00+01:00,4659.0,7286.0,3556.0,3996.0,281.0,18.0,3513.0,11.0,1416.0,47.0,3345.0,320.0,126.0,2.0,0.0,858.0,6152.0,11951.0,0.0
2022-01-01 17:15:00+01:00,4662.0,7427.0,3533.0,4001.0,281.0,18.0,3657.0,17.0,1415.0,46.0,3350.0,320.0,126.0,2.0,0.0,851.0,6091.0,12521.0,0.0
2022-01-01 17:30:00+01:00,4665.0,7413.0,3548.0,4011.0,281.0,21.0,3701.0,157.0,1415.0,42.0,3352.0,320.0,126.0,2.0,0.0,856.0,6034.0,13139.0,0.0
2022-01-01 17:45:00+01:00,4661.0,7385.0,3556.0,4089.0,281.0,21.0,3648.0,160.0,1412.0,42.0,3351.0,320.0,126.0,2.0,0.0,865.0,6043.0,13616.0,0.0
2022-01-01 18:00:00+01:00,4672.0,7576.0,3540.0,4138.0,281.0,21.0,4382.0,159.0,1412.0,42.0,3351.0,320.0,126.0,2.0,0.0,864.0,6052.0,14176.0,0.0
2022-01-01 18:15:00+01:00,4685.0,7613.0,3530.0,4153.0,281.0,21.0,4343.0,139.0,1412.0,43.0,3352.0,320.0,126.0,2.0,0.0,862.0,6038.0,14638.0,0.0
2022-01-01 18:30:00+01:00,4687.0,7621.0,3559.0,4210.0,281.0,22.0,4224.0,159.0,1411.0,42.0,3352.0,320.0,126.0,2.0,0.0,865.0,6044.0,15060.0,0.0
2022-01-01 18:45:00+01:00,4685.0,7494.0,3569.0,4208.0,281.0,22.0,3410.0,158.0,1410.0,36.0,3351.0,320.0,126.0,2.0,0.0,867.0,6060.0,15773.0,0.0
2022-01-01 19:00:00+01:00,4675.0,7362.0,3602.0,4083.0,281.0,22.0,3668.0,150.0,1404.0,35.0,3351.0,320.0,126.0,2.0,0.0,867.0,6071.0,16432.0,0.0
2022-01-01 19:15:00+01:00,4645.0,7321.0,3615.0,4011.0,281.0,22.0,3358.0,244.0,1408.0,37.0,3350.0,320.0,126.0,2.0,0.0,863.0,6085.0,16717.0,0.0
2022-01-01 19:30:00+01:00,4646.0,7230.0,3611.0,3937.0,281.0,22.0,3508.0,246.0,1411.0,39.0,3351.0,325.0,126.0,2.0,0.0,860.0,6089.0,17097.0,0.0
2022-01-01 19:45:00+01:00,4634.0,6889.0,3587.0,3862.0,281.0,22.0,2937.0,214.0,1410.0,36.0,3351.0,325.0,126.0,2.0,0.0,863.0,6099.0,17455.0,0.0
2022-01-01 20:00:00+01:00,4590.0,6523.0,3711.0,3686.0,281.0,23.0,2826.0,243.0,1410.0,58.0,3357.0,326.0,126.0,2.0,0.0,856.0,6139.0,17902.0,0.0
2022-01-01 20:15:00+01:00,4565.0,6391.0,3734.0,3600.0,281.0,24.0,2092.0,253.0,1412.0,49.0,3356.0,326.0,126.0,2.0,0.0,865.0,6190.0,17940.0,0.0
2022-01-01 20:30:00+01:00,4546.0,6253.0,3711.0,3546.0,281.0,25.0,2006.0,168.0,1414.0,40.0,3349.0,326.0,126.0,2.0,0.0,860.0,6272.0,17979.0,0.0
2022-01-01 20:45:00+01:00,4535.0,5981.0,3678.0,3470.0,281.0,25.0,1635.0,159.0,1414.0,35.0,3348.0,326.0,126.0,1.0,0.0,861.0,6329.0,18076.0,0.0
2022-01-01 21:00:00+01:00,4484.0,5721.0,3620.0,3411.0,281.0,26.0,1658.0,73.0,1411.0,65.0,3353.0,326.0,126.0,1.0,0.0,861.0,6399.0,18039.0,0.0
2022-01-01 21:15:00+01:00,4485.0,5632.0,3612.0,3239.0,281.0,26.0,1145.0,202.0,1417.0,29.0,3359.0,326.0,126.0,1.0,0.0,861.0,6461.0,18300.0,0.0
2022-01-01 21:30:00+01:00,4483.0,5612.0,3633.0,3043.0,281.0,26.0,1163.0,277.0,1417.0,28.0,3350.0,326.0,126.0,1.0,0.0,861.0,6498.0,18463.0,0.0
2022-01-01 21:45:00+01:00,4475.0,5664.0,3615.0,2834.0,281.0,26.0,925.0,331.0,1418.0,25.0,3350.0,326.0,126.0,1.0,0.0,864.0,6535.0,18712.0,0.0
2022-01-01 22:00:00+01:00,4451.0,5795.0,3573.0,2773.0,281.0,26.0,2062.0,514.0,1415.0,83.0,3354.0,326.0,126.0,1.0,0.0,872.0,6663.0,18198.0,0.0
2022-01-01 22:15:00+01:00,4437.0,5782.0,3571.0,2669.0,281.0,27.0,1304.0,539.0,1414.0,91.0,3359.0,326.0,126.0,2.0,0.0,871.0,6725.0,18556.0,0.0
2022-01-01 22:30:00+01:00,4441.0,5783.0,3571.0,2527.0,281.0,27.0,1295.0,530.0,1413.0,173.0,3362.0,326.0,126.0,2.0,0.0,869.0,6775.0,18698.0,0.0
2022-01-01 22:45:00+01:00,4435.0,5404.0,3564.0,2526.0,281.0,27.0,911.0,477.0,1410.0,46.0,3355.0,326.0,126.0,2.0,0.0,873.0,6810.0,18722.0,0.0
2022-01-01 23:00:00+01:00,4417.0,4811.0,3511.0,2505.0,281.0,27.0,1270.0,74.0,1410.0,64.0,3360.0,326.0,126.0,2.0,0.0,873.0,6838.0,18703.0,0.0
2022-01-01 23:15:00+01:00,4410.0,4610.0,3504.0,2425.0,281.0,27.0,499.0,326.0,1407.0,27.0,3359.0,326.0,126.0,2.0,0.0,869.0,6946.0,18863.0,0.0
2022-01-01 23:30:00+01:00,4411.0,4575.0,3497.0,2419.0,281.0,27.0,429.0,585.0,1408.0,27.0,3355.0,326.0,126.0,2.0,0.0,868.0,6979.0,18845.0,0.0
2022-01-01 23:45:00+01:00,4398.0,4182.0,3485.0,2401.0,281.0,27.0,301.0,1381.0,1407.0,27.0,3345.0,326.0,126.0,2.0,0.0,865.0,6968.0,18908.0,0.0
2022-01-02 00:00:00+01:00,4376.0,3676.0,3399.0,2375.0,281.0,28.0,164.0,2546.0,1398.0,43.0,3353.0,326.0,126.0,2.0,0.0,867.0,6934.0,19247.0,0.0
2022-01-02 00:15:00+01:00,4332.0,3621.0,3504.0,2260.0,281.0,28.0,165.0,3837.0,1398.0,26.0,3350.0,326.0,126.0,2.0,0.0,864.0,6945.0,19207.0,0.0
2022-01-02 00:30:00+01:00,4354.0,3623.0,3529.0,2217.0,281.0,28.0,248.0,4062.0,1392.0,31.0,3318.0,326.0,126.0,1.0,0.0,863.0,6960.0,18844.0,0.0
2022-01-02 00:45:00+01:00,4365.0,3672.0,3518.0,2220.0,281.0,28.0,262.0,3813.0,1392.0,32.0,3252.0,326.0,126.0,1.0,0.0,865.0,6935.0,18351.0,0.0
2022-01-02 01:00:00+01:00,4334.0,3706.0,3441.0,2216.0,281.0,28.0,498.0,3928.0,1388.0,109.0,3196.0,326.0,126.0,1.0,0.0,857.0,6894.0,18640.0,0.0
2022-01-02 01:15:00+01:00,4365.0,3672.0,3453.0,2217.0,281.0,28.0,326.0,4402.0,1392.0,31.0,3189.0,326.0,126.0,1.0,0.0,856.0,6823.0,19147.0,0.0
2022-01-02 01:30:00+01:00,4370.0,3670.0,3442.0,2212.0,281.0,28.0,261.0,4667.0,1393.0,30.0,3167.0,326.0,126.0,1.0,0.0,857.0,6790.0,19579.0,0.0
2022-01-02 01:45:00+01:00,4362.0,3617.0,3466.0,2201.0,281.0,27.0,421.0,4134.0,1393.0,94.0,3181.0,326.0,126.0,1.0,0.0,855.0,6833.0,17828.0,0.0
2022-01-02 02:00:00+01:00,4358.0,3560.0,3462.0,2185.0,281.0,27.0,515.0,3870.0,1393.0,83.0,3269.0,326.0,126.0,1.0,0.0,857.0,6867.0,17707.0,0.0
2022-01-02 02:15:00+01:00,4368.0,3517.0,3449.0,2192.0,281.0,27.0,370.0,4245.0,1391.0,118.0,3262.0,326.0,126.0,1.0,0.0,856.0,6817.0,18264.0,0.0
2022-01-02 02:30:00+01:00,4370.0,3507.0,3431.0,2198.0,281.0,27.0,371.0,4207.0,1392.0,128.0,3271.0,326.0,126.0,1.0,0.0,852.0,6736.0,18012.0,0.0
2022-01-02 02:45:00+01:00,4370.0,3498.0,3445.0,2194.0,281.0,28.0,293.0,4250.0,1393.0,129.0,3274.0,326.0,126.0,1.0,0.0,856.0,6715.0,18009.0,0.0
2022-01-02 03:00:00+01:00,4362.0,3460.0,3463.0,2187.0,281.0,28.0,414.0,3841.0,1391.0,129.0,3298.0,326.0,126.0,1.0,0.0,858.0,6303.0,18378.0,0.0
2022-01-02 03:15:00+01:00,4362.0,3450.0,3460.0,2194.0,281.0,27.0,408.0,3799.0,1390.0,128.0,3294.0,326.0,126.0,1.0,0.0,848.0,6312.0,18922.0,0.0
2022-01-02 03:30:00+01:00,4365.0,3456.0,3445.0,2197.0,281.0,27.0,197.0,3934.0,1390.0,114.0,3341.0,326.0,126.0,1.0,0.0,855.0,6246.0,19158.0,0.0
2022-01-02 03:45:00+01:00,4374.0,3464.0,3444.0,2202.0,281.0,27.0,383.0,4099.0,1393.0,123.0,3360.0,326.0,126.0,1.0,0.0,849.0,6236.0,18970.0,0.0
2022-01-02 04:00:00+01:00,4368.0,3482.0,3408.0,2202.0,281.0,27.0,388.0,4105.0,1389.0,125.0,3349.0,326.0,126.0,1.0,0.0,839.0,6087.0,17955.0,0.0
2022-01-02 04:15:00+01:00,4373.0,3455.0,3401.0,2239.0,281.0,27.0,345.0,4116.0,1389.0,131.0,3339.0,326.0,126.0,1.0,0.0,843.0,6089.0,17876.0,0.0
2022-01-02 04:30:00+01:00,4380.0,3446.0,3421.0,2209.0,281.0,26.0,291.0,4181.0,1389.0,129.0,3335.0,326.0,126.0,1.0,0.0,845.0,6049.0,18193.0,0.0
2022-01-02 04:45:00+01:00,4380.0,3453.0,3423.0,2212.0,281.0,27.0,369.0,4037.0,1387.0,131.0,3338.0,326.0,126.0,1.0,0.0,851.0,5924.0,18010.0,0.0
2022-01-02 05:00:00+01:00,4379.0,3474.0,3437.0,2202.0,281.0,27.0,298.0,4114.0,1389.0,128.0,3333.0,326.0,126.0,1.0,0.0,856.0,6212.0,18528.0,0.0
2022-01-02 05:15:00+01:00,4388.0,3455.0,3450.0,2201.0,281.0,26.0,296.0,4091.0,1389.0,130.0,3329.0,326.0,126.0,1.0,0.0,855.0,6317.0,18558.0,0.0
2022-01-02 05:30:00+01:00,4385.0,3466.0,3451.0,2207.0,281.0,26.0,324.0,3784.0,1388.0,142.0,3338.0,326.0,126.0,1.0,0.0,848.0,6484.0,17901.0,0.0
2022-01-02 05:45:00+01:00,4378.0,3478.0,3449.0,2218.0,281.0,26.0,443.0,3667.0,1384.0,92.0,3345.0,326.0,126.0,1.0,0.0,850.0,6243.0,17262.0,0.0
2022-01-02 06:00:00+01:00,4424.0,3466.0,3501.0,2210.0,281.0,26.0,403.0,2734.0,1384.0,92.0,3312.0,326.0,126.0,1.0,0.0,846.0,6145.0,18605.0,0.0
2022-01-02 06:15:00+01:00,4435.0,3447.0,3513.0,2230.0,281.0,26.0,409.0,2225.0,1382.0,82.0,3329.0,326.0,126.0,1.0,0.0,839.0,5912.0,18580.0,0.0
2022-01-02 06:30:00+01:00,4437.0,3440.0,3499.0,2227.0,281.0,26.0,192.0,1859.0,1384.0,27.0,3338.0,326.0,126.0,1.0,0.0,843.0,6092.0,19217.0,0.0
2022-01-02 06:45:00+01:00,4428.0,3452.0,3521.0,2236.0,281.0,26.0,166.0,1832.0,1385.0,22.0,3344.0,326.0,126.0,1.0,0.0,845.0,5853.0,19109.0,0.0
2022-01-02 07:00:00+01:00,4439.0,3453.0,3571.0,2231.0,281.0,26.0,802.0,1749.0,1384.0,23.0,3341.0,326.0,126.0,1.0,0.0,852.0,5491.0,19516.0,0.0
2022-01-02 07:15:00+01:00,4451.0,3441.0,3543.0,2229.0,281.0,26.0,888.0,1668.0,1381.0,23.0,3369.0,325.0,126.0,1.0,0.0,846.0,5391.0,20344.0,0.0
2022-01-02 07:30:00+01:00,4465.0,3462.0,3534.0,2231.0,281.0,26.0,845.0,1363.0,1379.0,19.0,3371.0,326.0,126.0,1.0,0.0,846.0,5239.0,21012.0,0.0
2022-01-02 07:45:00+01:00,4491.0,3521.0,3567.0,2246.0,281.0,26.0,831.0,1212.0,1382.0,30.0,3367.0,326.0,126.0,3.0,0.0,853.0,5387.0,21436.0,0.0
2022-01-02 08:00:00+01:00,4538.0,3592.0,3644.0,2066.0,281.0,26.0,1488.0,1727.0,1381.0,25.0,3359.0,326.0,126.0,22.0,0.0,848.0,5684.0,22177.0,0.0
2022-01-02 08:15:00+01:00,4553.0,3625.0,3630.0,2069.0,281.0,26.0,1503.0,1298.0,1383.0,50.0,3341.0,326.0,126.0,147.0,0.0,847.0,5711.0,22623.0,0.0
2022-01-02 08:30:00+01:00,4560.0,3616.0,3624.0,2074.0,281.0,26.0,1617.0,764.0,1383.0,34.0,3342.0,326.0,126.0,449.0,0.0,847.0,5616.0,22444.0,0.0
2022-01-02 08:45:00+01:00,4562.0,3631.0,3639.0,2078.0,281.0,26.0,1617.0,840.0,1380.0,33.0,3338.0,326.0,126.0,771.0,0.0,847.0,5472.0,22749.0,0.0
2022-01-02 09:00:00+01:00,4564.0,3617.0,3575.0,2099.0,281.0,25.0,1459.0,1207.0,1379.0,32.0,3340.0,326.0,126.0,1201.0,0.0,842.0,5253.0,23078.0,0.0
