,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
2022-01-06 00:30:00+01:00,4324.0,11904.0,4035.0,4694.0,250.0,29.0,210.0,4013.0,1397.0,38.0,4096.0,316.0,147.0,2.0,0.0,815.0,5362.0,23997.0,0.0
2022-01-06 00:45:00+01:00,4324.0,11923.0,4417.0,4850.0,252.0,26.0,318.0,4187.0,1398.0,81.0,4095.0,316.0,148.0,2.0,0.0,826.0,5290.0,23482.0,0.0
2022-01-06 01:00:00+01:00,4325.0,11954.0,4537.0,4941.0,252.0,25.0,517.0,3236.0,1401.0,104.0,4103.0,315.0,148.0,2.0,0.0,822.0,5345.0,22691.0,0.0
2022-01-06 01:15:00+01:00,4328.0,11947.0,4552.0,5141.0,250.0,25.0,333.0,3269.0,1399.0,76.0,4101.0,315.0,148.0,2.0,0.0,822.0,5301.0,22078.0,0.0
2022-01-06 01:30:00+01:00,4322.0,11943.0,4506.0,5448.0,249.0,25.0,233.0,3562.0,1398.0,35.0,4104.0,315.0,148.0,2.0,0.0,816.0,5731.0,21567.0,0.0
2022-01-06 01:45:00+01:00,4323.0,11989.0,4645.0,5905.0,252.0,25.0,208.0,3726.0,1397.0,24.0,4102.0,332.0,155.0,2.0,0.0,797.0,6185.0,20950.0,0.0
2022-01-06 02:00:00+01:00,4314.0,11911.0,4864.0,6649.0,253.0,25.0,206.0,3524.0,1396.0,29.0,4099.0,364.0,170.0,2.0,0.0,809.0,5968.0,20462.0,0.0
2022-01-06 02:15:00+01:00,4309.0,11839.0,4938.0,7099.0,251.0,25.0,206.0,3584.0,1392.0,23.0,4099.0,385.0,180.0,2.0,0.0,807.0,6114.0,19966.0,0.0
2022-01-06 02:30:00+01:00,4304.0,11853.0,4947.0,7279.0,250.0,24.0,206.0,3303.0,1396.0,32.0,4100.0,386.0,180.0,2.0,0.0,805.0,6560.0,19161.0,0.0
2022-01-06 02:45:00+01:00,4310.0,11805.0,4973.0,7616.0,250.0,21.0,210.0,3568.0,1395.0,23.0,4097.0,386.0,180.0,2.0,0.0,812.0,6677.0,18532.0,0.0
2022-01-06 03:00:00+01:00,4303.0,11743.0,5098.0,7488.0,249.0,20.0,284.0,3800.0,1397.0,31.0,4099.0,386.0,180.0,2.0,0.0,817.0,6535.0,17905.0,0.0
2022-01-06 03:15:00+01:00,4304.0,11787.0,5093.0,7573.0,251.0,20.0,320.0,3378.0,1390.0,163.0,4099.0,386.0,180.0,2.0,0.0,817.0,6543.0,17264.0,0.0
2022-01-06 03:30:00+01:00,4302.0,11816.0,5158.0,7779.0,250.0,20.0,341.0,3315.0,1389.0,147.0,4100.0,386.0,180.0,2.0,0.0,813.0,6476.0,16740.0,0.0
2022-01-06 03:45:00+01:00,4303.0,11754.0,5224.0,8256.0,250.0,20.0,235.0,3139.0,1388.0,65.0,4095.0,386.0,180.0,2.0,0.0,813.0,6384.0,16336.0,0.0
2022-01-06 04:00:00+01:00,4316.0,11628.0,5353.0,8747.0,250.0,20.0,227.0,3069.0,1388.0,88.0,4030.0,388.0,180.0,2.0,0.0,809.0,6041.0,15867.0,0.0
2022-01-06 04:15:00+01:00,4332.0,11627.0,5520.0,9032.0,250.0,20.0,268.0,2640.0,1386.0,24.0,3997.0,388.0,180.0,2.0,0.0,809.0,5858.0,15886.0,0.0
2022-01-06 04:30:00+01:00,4331.0,11649.0,5606.0,9288.0,250.0,20.0,332.0,2136.0,1383.0,26.0,4000.0,388.0,180.0,2.0,0.0,806.0,5613.0,16018.0,0.0
2022-01-06 04:45:00+01:00,4338.0,11726.0,5618.0,9708.0,249.0,20.0,307.0,1689.0,1381.0,25.0,3998.0,387.0,180.0,2.0,0.0,800.0,5307.0,15828.0,0.0
2022-01-06 05:00:00+01:00,4361.0,11753.0,5882.0,9890.0,249.0,19.0,273.0,1805.0,1381.0,24.0,3995.0,387.0,180.0,2.0,0.0,806.0,4781.0,15514.0,0.0
2022-01-06 05:15:00+01:00,4363.0,11769.0,6037.0,9918.0,249.0,19.0,380.0,1830.0,1381.0,25.0,3998.0,387.0,180.0,2.0,0.0,808.0,4580.0,15251.0,0.0
2022-01-06 05:30:00+01:00,4364.0,11872.0,6094.0,10136.0,249.0,19.0,476.0,1131.0,1381.0,27.0,3999.0,387.0,180.0,2.0,0.0,810.0,4274.0,14986.0,0.0
2022-01-06 05:45:00+01:00,4374.0,11996.0,6430.0,10341.0,249.0,19.0,800.0,954.0,1382.0,25.0,3999.0,387.0,180.0,2.0,0.0,808.0,4038.0,14853.0,0.0
2022-01-06 06:00:00+01:00,4431.0,12052.0,7024.0,10631.0,248.0,19.0,973.0,1674.0,1383.0,35.0,3993.0,388.0,180.0,2.0,0.0,815.0,3786.0,14746.0,0.0
2022-01-06 06:15:00+01:00,4454.0,12212.0,7210.0,11035.0,247.0,19.0,1421.0,590.0,1376.0,39.0,3997.0,396.0,184.0,2.0,0.0,806.0,3475.0,14003.0,0.0
2022-01-06 06:30:00+01:00,4461.0,12270.0,7317.0,11333.0,249.0,19.0,2544.0,287.0,1375.0,56.0,4001.0,398.0,185.0,2.0,0.0,817.0,3007.0,13378.0,0.0
2022-01-06 06:45:00+01:00,4499.0,12254.0,7805.0,11504.0,249.0,19.0,3305.0,68.0,1375.0,67.0,3999.0,398.0,185.0,2.0,0.0,814.0,2754.0,12882.0,0.0
2022-01-06 07:00:00+01:00,4568.0,12092.0,8346.0,11793.0,247.0,19.0,3131.0,50.0,1378.0,70.0,3998.0,438.0,184.0,2.0,0.0,816.0,2546.0,12593.0,0.0
2022-01-06 07:15:00+01:00,4610.0,12035.0,9284.0,12054.0,247.0,19.0,3482.0,15.0,1377.0,75.0,3998.0,437.0,183.0,3.0,0.0,825.0,2405.0,11908.0,0.0
2022-01-06 07:30:00+01:00,4626.0,12000.0,9818.0,12184.0,247.0,19.0,3858.0,209.0,1375.0,74.0,3998.0,437.0,183.0,3.0,0.0,830.0,2271.0,11519.0,0.0
2022-01-06 07:45:00+01:00,4655.0,11925.0,9914.0,12319.0,245.0,19.0,4348.0,43.0,1371.0,88.0,3996.0,437.0,183.0,3.0,0.0,824.0,2121.0,11279.0,0.0
2022-01-06 08:00:00+01:00,4690.0,11587.0,10191.0,12588.0,246.0,19.0,3694.0,168.0,1367.0,81.0,3997.0,437.0,183.0,6.0,0.0,824.0,2007.0,10857.0,0.0
2022-01-06 08:15:00+01:00,4673.0,11627.0,10366.0,12664.0,247.0,19.0,4177.0,305.0,1366.0,131.0,3998.0,437.0,183.0,49.0,0.0,824.0,1642.0,10396.0,0.0
2022-01-06 08:30:00+01:00,4581.0,11645.0,10243.0,12701.0,247.0,19.0,4921.0,151.0,1364.0,346.0,4000.0,437.0,183.0,291.0,0.0,811.0,1338.0,10202.0,0.0
2022-01-06 08:45:00+01:00,4607.0,11728.0,10234.0,12695.0,247.0,19.0,4569.0,150.0,1364.0,485.0,3996.0,437.0,183.0,826.0,0.0,799.0,1266.0,10016.0,0.0
2022-01-06 09:00:00+01:00,4641.0,11848.0,10335.0,12566.0,245.0,19.0,3394.0,150.0,1370.0,343.0,3970.0,437.0,183.0,1539.0,0.0,796.0,1151.0,9678.0,0.0
2022-01-06 09:15:00+01:00,4783.0,11823.0,10332.0,12365.0,258.0,18.0,3567.0,153.0,1371.0,331.0,3969.0,437.0,183.0,2285.0,0.0,798.0,1001.0,8959.0,0.0
2022-01-06 09:30:00+01:00,4788.0,11873.0,10305.0,12138.0,247.0,20.0,3381.0,64.0,1373.0,289.0,3970.0,437.0,183.0,3146.0,0.0,796.0,922.0,8426.0,0.0
2022-01-06 09:45:00+01:00,4811.0,11913.0,10292.0,11899.0,259.0,21.0,3059.0,83.0,1372.0,248.0,3969.0,437.0,183.0,4133.0,0.0,805.0,874.0,8156.0,0.0
2022-01-06 10:00:00+01:00,4801.0,12023.0,10307.0,11727.0,255.0,22.0,2821.0,156.0,1373.0,151.0,3969.0,437.0,183.0,5116.0,0.0,814.0,805.0,7715.0,0.0
2022-01-06 10:15:00+01:00,4793.0,11978.0,10277.0,11723.0,247.0,21.0,2684.0,154.0,1373.0,71.0,3968.0,437.0,183.0,6058.0,0.0,820.0,736.0,7271.0,0.0
2022-01-06 10:30:00+01:00,4778.0,12005.0,10262.0,11688.0,252.0,22.0,2800.0,57.0,1372.0,89.0,3968.0,437.0,183.0,7044.0,0.0,811.0,678.0,6983.0,0.0
2022-01-06 10:45:00+01:00,4799.0,12023.0,10261.0,11690.0,272.0,22.0,2634.0,64.0,1376.0,44.0,3966.0,437.0,183.0,7935.0,0.0,815.0,658.0,6758.0,0.0
2022-01-06 11:00:00+01:00,4765.0,12038.0,10171.0,11658.0,249.0,22.0,1588.0,177.0,1378.0,59.0,3964.0,437.0,183.0,8832.0,0.0,815.0,576.0,6562.0,0.0
2022-01-06 11:15:00+01:00,4747.0,11935.0,10145.0,11706.0,249.0,22.0,1492.0,248.0,1375.0,64.0,3960.0,437.0,183.0,9459.0,0.0,813.0,557.0,6255.0,0.0
2022-01-06 11:30:00+01:00,4738.0,11903.0,10127.0,11521.0,250.0,22.0,1268.0,130.0,1375.0,68.0,3960.0,437.0,183.0,10007.0,0.0,813.0,608.0,5767.0,0.0
2022-01-06 11:45:00+01:00,4734.0,11853.0,10169.0,11596.0,248.0,22.0,974.0,210.0,1376.0,54.0,3965.0,437.0,183.0,10465.0,0.0,811.0,704.0,5295.0,0.0
2022-01-06 12:00:00+01:00,4675.0,12051.0,10085.0,11656.0,247.0,22.0,1051.0,155.0,1381.0,107.0,3969.0,437.0,183.0,10913.0,0.0,815.0,793.0,5230.0,0.0
2022-01-06 12:15:00+01:00,4663.0,11960.0,9954.0,11643.0,245.0,22.0,830.0,63.0,1385.0,46.0,3967.0,437.0,183.0,11047.0,0.0,817.0,786.0,5176.0,0.0
2022-01-06 12:30:00+01:00,4657.0,12018.0,9962.0,11661.0,247.0,22.0,614.0,94.0,1381.0,49.0,3968.0,437.0,183.0,11095.0,0.0,814.0,803.0,5035.0,0.0
2022-01-06 12:45:00+01:00,4658.0,12009.0,9937.0,11718.0,249.0,22.0,600.0,266.0,1375.0,46.0,3966.0,437.0,183.0,11031.0,0.0,812.0,999.0,4812.0,0.0
2022-01-06 13:00:00+01:00,4651.0,12103.0,9914.0,11614.0,246.0,22.0,362.0,346.0,1374.0,58.0,3990.0,437.0,183.0,10932.0,0.0,822.0,1281.0,4576.0,0.0
2022-01-06 13:15:00+01:00,4651.0,12053.0,9884.0,11571.0,249.0,22.0,390.0,358.0,1365.0,67.0,3995.0,437.0,183.0,10410.0,0.0,829.0,1358.0,4493.0,0.0
2022-01-06 13:30:00+01:00,4655.0,12103.0,9961.0,11455.0,248.0,22.0,430.0,363.0,1361.0,51.0,3995.0,437.0,183.0,9884.0,0.0,830.0,1462.0,4264.0,0.0
2022-01-06 13:45:00+01:00,4650.0,12084.0,9981.0,11399.0,249.0,22.0,546.0,437.0,1359.0,64.0,4035.0,437.0,183.0,9241.0,0.0,837.0,1572.0,4294.0,0.0
2022-01-06 14:00:00+01:00,4641.0,12092.0,10062.0,11320.0,247.0,22.0,1123.0,259.0,1359.0,97.0,4076.0,437.0,183.0,8356.0,0.0,848.0,1697.0,4127.0,0.0
2022-01-06 14:15:00+01:00,4640.0,12021.0,10180.0,11623.0,247.0,22.0,1564.0,203.0,1359.0,121.0,4098.0,436.0,183.0,7485.0,0.0,838.0,1790.0,3731.0,0.0
2022-01-06 14:30:00+01:00,4641.0,12041.0,10265.0,11684.0,245.0,22.0,1914.0,252.0,1359.0,87.0,4097.0,437.0,184.0,6436.0,0.0,845.0,1814.0,3728.0,0.0
2022-01-06 14:45:00+01:00,4649.0,12198.0,10280.0,11802.0,247.0,22.0,2251.0,269.0,1358.0,61.0,4099.0,437.0,184.0,5360.0,0.0,854.0,1689.0,3556.0,0.0
2022-01-06 15:00:00+01:00,4667.0,12290.0,10276.0,11831.0,247.0,23.0,2077.0,408.0,1358.0,74.0,4099.0,437.0,184.0,4259.0,0.0,866.0,2044.0,3543.0,0.0
2022-01-06 15:15:00+01:00,4681.0,12364.0,10302.0,11827.0,248.0,22.0,2488.0,266.0,1357.0,102.0,4097.0,437.0,184.0,3142.0,0.0,866.0,2283.0,3563.0,0.0
2022-01-06 15:30:00+01:00,4693.0,12372.0,10345.0,11859.0,247.0,22.0,2843.0,168.0,1355.0,134.0,4097.0,437.0,184.0,2034.0,0.0,865.0,2130.0,3588.0,0.0
2022-01-06 15:45:00+01:00,4722.0,12379.0,10406.0,11867.0,248.0,22.0,3090.0,77.0,1356.0,97.0,4098.0,437.0,184.0,1125.0,0.0,873.0,2015.0,3949.0,0.0
2022-01-06 16:00:00+01:00,4774.0,12398.0,10427.0,11888.0,247.0,22.0,2646.0,213.0,1352.0,42.0,4096.0,437.0,184.0,484.0,0.0,883.0,2189.0,4377.0,0.0
2022-01-06 16:15:00+01:00,4794.0,12482.0,10374.0,11909.0,247.0,23.0,2692.0,250.0,1350.0,41.0,4097.0,437.0,184.0,151.0,0.0,894.0,2720.0,4855.0,0.0
2022-01-06 16:30:00+01:00,4797.0,12515.0,10426.0,11915.0,247.0,24.0,2648.0,180.0,1346.0,40.0,4096.0,437.0,184.0,25.0,0.0,888.0,3010.0,5386.0,0.0
2022-01-06 16:45:00+01:00,4807.0,12535.0,10433.0,11906.0,247.0,25.0,3232.0,80.0,1345.0,98.0,4097.0,437.0,183.0,4.0,0.0,878.0,3305.0,5977.0,0.0
2022-01-06 17:00:00+01:00,4832.0,12629.0,10445.0,11847.0,247.0,25.0,3281.0,3.0,1345.0,61.0,4098.0,437.0,183.0,3.0,0.0,876.0,3841.0,6569.0,0.0
2022-01-06 17:15:00+01:00,4837.0,12668.0,10476.0,11799.0,247.0,26.0,3396.0,3.0,1349.0,59.0,4097.0,437.0,184.0,3.0,0.0,879.0,4262.0,7228.0,0.0
2022-01-06 17:30:00+01:00,4822.0,12654.0,10421.0,11764.0,248.0,26.0,2866.0,41.0,1348.0,59.0,4098.0,437.0,184.0,3.0,0.0,890.0,4572.0,7905.0,0.0
2022-01-06 17:45:00+01:00,4839.0,12587.0,10386.0,11772.0,249.0,26.0,2280.0,48.0,1347.0,61.0,4097.0,437.0,183.0,3.0,0.0,890.0,4656.0,8584.0,0.0
2022-01-06 18:00:00+01:00,4836.0,12607.0,10396.0,11681.0,249.0,26.0,3285.0,50.0,1348.0,77.0,4096.0,437.0,183.0,3.0,0.0,869.0,4477.0,9444.0,0.0
2022-01-06 18:15:00+01:00,4836.0,12693.0,10228.0,11612.0,247.0,26.0,2890.0,82.0,1347.0,84.0,4094.0,437.0,183.0,3.0,0.0,861.0,4754.0,10143.0,0.0
2022-01-06 18:30:00+01:00,4823.0,12662.0,10107.0,11597.0,249.0,27.0,2402.0,189.0,1345.0,45.0,4095.0,437.0,183.0,3.0,0.0,851.0,4880.0,10869.0,0.0
2022-01-06 18:45:00+01:00,4820.0,12671.0,10136.0,11542.0,249.0,27.0,1617.0,392.0,1349.0,81.0,4094.0,437.0,183.0,2.0,0.0,840.0,5018.0,11450.0,0.0
2022-01-06 19:00:00+01:00,4801.0,12738.0,10229.0,11291.0,249.0,27.0,1743.0,219.0,1354.0,158.0,4095.0,437.0,183.0,2.0,0.0,831.0,5176.0,12104.0,0.0
2022-01-06 19:15:00+01:00,4776.0,12719.0,9943.0,11144.0,249.0,27.0,900.0,357.0,1359.0,112.0,4095.0,437.0,183.0,2.0,0.0,833.0,5534.0,12703.0,0.0
2022-01-06 19:30:00+01:00,4769.0,12717.0,9884.0,11004.0,250.0,27.0,523.0,907.0,1359.0,109.0,4094.0,437.0,184.0,2.0,0.0,837.0,5860.0,13230.0,0.0
2022-01-06 19:45:00+01:00,4755.0,12732.0,9893.0,10859.0,249.0,27.0,317.0,1675.0,1361.0,75.0,4093.0,437.0,184.0,2.0,0.0,841.0,6028.0,13864.0,0.0
2022-01-06 20:00:00+01:00,4670.0,12777.0,9479.0,10612.0,247.0,27.0,430.0,747.0,1366.0,122.0,4098.0,438.0,184.0,2.0,0.0,834.0,6227.0,14294.0,0.0
2022-01-06 20:15:00+01:00,4647.0,12700.0,9090.0,10548.0,247.0,27.0,507.0,942.0,1361.0,79.0,4094.0,440.0,185.0,2.0,0.0,831.0,6482.0,14819.0,0.0
2022-01-06 20:30:00+01:00,4651.0,12621.0,8654.0,10227.0,247.0,27.0,356.0,1483.0,1359.0,66.0,4095.0,440.0,185.0,2.0,0.0,824.0,6538.0,15196.0,0.0
2022-01-06 20:45:00+01:00,4660.0,12654.0,8413.0,9722.0,249.0,27.0,143.0,1762.0,1361.0,76.0,4095.0,440.0,185.0,3.0,0.0,828.0,6552.0,15598.0,0.0
2022-01-06 21:00:00+01:00,4633.0,12763.0,7879.0,9223.0,246.0,27.0,783.0,666.0,1362.0,96.0,4097.0,440.0,185.0,3.0,0.0,820.0,6545.0,16005.0,0.0
2022-01-06 21:15:00+01:00,4632.0,12754.0,7647.0,9077.0,248.0,27.0,344.0,691.0,1356.0,67.0,4096.0,440.0,185.0,2.0,0.0,810.0,6300.0,16569.0,0.0
2022-01-06 21:30:00+01:00,4640.0,12734.0,7307.0,9005.0,248.0,27.0,229.0,729.0,1355.0,88.0,4096.0,440.0,185.0,2.0,0.0,813.0,6091.0,16795.0,0.0
2022-01-06 21:45:00+01:00,4644.0,12713.0,7107.0,8986.0,249.0,27.0,136.0,1517.0,1354.0,46.0,4095.0,440.0,185.0,2.0,0.0,811.0,6073.0,17068.0,0.0
2022-01-06 22:00:00+01:00,4610.0,12738.0,6921.0,8906.0,248.0,28.0,1040.0,1358.0,1354.0,92.0,4099.0,435.0,182.0,2.0,0.0,814.0,6111.0,16777.0,0.0
2022-01-06 22:15:00+01:00,4600.0,12676.0,6758.0,8958.0,248.0,28.0,800.0,1675.0,1353.0,37.0,4098.0,432.0,181.0,2.0,0.0,813.0,6045.0,17259.0,0.0
2022-01-06 22:30:00+01:00,4575.0,12712.0,6712.0,9134.0,250.0,28.0,457.0,2523.0,1351.0,42.0,4099.0,430.0,180.0,2.0,0.0,817.0,5981.0,17417.0,0.0
2022-01-06 22:45:00+01:00,4563.0,12694.0,6731.0,9121.0,249.0,28.0,426.0,3181.0,1348.0,36.0,4099.0,430.0,180.0,3.0,0.0,817.0,6030.0,17442.0,0.0
2022-01-06 23:00:00+01:00,4561.0,12706.0,6265.0,8907.0,250.0,28.0,373.0,2656.0,1350.0,39.0,4102.0,430.0,180.0,2.0,0.0,815.0,6044.0,17746.0,0.0
2022-01-06 23:15:00+01:00,4551.0,12629.0,6241.0,8785.0,250.0,28.0,166.0,3326.0,1351.0,27.0,4098.0,430.0,180.0,3.0,0.0,810.0,6013.0,18160.0,0.0
2022-01-06 23:30:00+01:00,4545.0,12675.0,6221.0,8594.0,251.0,28.0,198.0,3835.0,1356.0,25.0,4098.0,430.0,180.0,2.0,0.0,813.0,5981.0,18402.0,0.0
2022-01-06 23:45:00+01:00,4573.0,12694.0,6121.0,8403.0,251.0,29.0,209.0,4349.0,1357.0,29.0,4093.0,423.0,177.0,2.0,0.0,809.0,6070.0,18435.0,0.0
