,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Import,Import,Import,Import,Import,Import,Import,Import,Import,Import,Import,Import
,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,AT,BE,CH,CZ,DK_1,DK_2,FR,NO_2,NL,PL,SE_4,sum
2022-01-06 04:00:00+01:00,4316.0,11628.0,5353.0,8747.0,250.0,20.0,-2842.0,1388.0,88.0,4030.0,388.0,180.0,2.0,809.0,6041.0,15867.0,1476.0,0.0,283.0,1841.0,27.0,584.0,0.0,0.0,0.0,285.0,605.0,5101.0
2022-01-06 04:15:00+01:00,4332.0,11627.0,5520.0,9032.0,250.0,20.0,-2372.0,1386.0,24.0,3997.0,388.0,180.0,2.0,809.0,5858.0,15886.0,1551.0,0.0,328.0,1841.0,80.0,584.0,0.0,0.0,0.0,285.0,605.0,2543.0
2022-01-06 04:30:00+01:00,4331.0,11649.0,5606.0,9288.0,250.0,20.0,-1804.0,1383.0,26.0,4000.0,388.0,180.0,2.0,806.0,5613.0,16018.0,1491.0,0.0,300.0,1841.0,33.0,584.0,0.0,0.0,0.0,285.0,605.0,2408.0
2022-01-06 04:45:00+01:00,4338.0,11726.0,5618.0,9708.0,249.0,20.0,-1382.0,1381.0,25.0,3998.0,387.0,180.0,2.0,800.0,5307.0,15828.0,1434.0,0.0,339.0,1841.0,132.0,584.0,0.0,0.0,0.0,285.0,605.0,2489.0
2022-01-06 05:00:00+01:00,4361.0,11753.0,5882.0,9890.0,249.0,19.0,-1532.0,1381.0,24.0,3995.0,387.0,180.0,2.0,806.0,4781.0,15514.0,1750.0,0.0,366.0,1787.0,386.0,585.0,0.0,82.0,0.0,290.0,604.0,5850.0
2022-01-06 05:15:00+01:00,4363.0,11769.0,6037.0,9918.0,249.0,19.0,-1450.0,1381.0,25.0,3998.0,387.0,180.0,2.0,808.0,4580.0,15251.0,1703.0,0.0,380.0,1787.0,470.0,590.0,0.0,161.0,0.0,290.0,604.0,3304.0
2022-01-06 05:30:00+01:00,4364.0,11872.0,6094.0,10136.0,249.0,19.0,-655.0,1381.0,27.0,3999.0,387.0,180.0,2.0,810.0,4274.0,14986.0,1595.0,0.0,446.0,1787.0,328.0,596.0,0.0,161.0,0.0,290.0,604.0,3126.0
2022-01-06 05:45:00+01:00,4374.0,11996.0,6430.0,10341.0,249.0,19.0,-154.0,1382.0,25.0,3999.0,387.0,180.0,2.0,808.0,4038.0,14853.0,1470.0,0.0,490.0,1787.0,370.0,599.0,0.0,259.0,0.0,290.0,604.0,3188.0
2022-01-06 06:00:00+01:00,4431.0,12052.0,7024.0,10631.0,248.0,19.0,-701.0,1383.0,35.0,3993.0,388.0,180.0,2.0,815.0,3786.0,14746.0,1615.0,0.0,336.0,1591.0,566.0,596.0,0.0,653.0,0.0,256.0,604.0,6217.0
2022-01-06 06:15:00+01:00,4454.0,12212.0,7210.0,11035.0,247.0,19.0,831.0,1376.0,39.0,3997.0,396.0,184.0,2.0,806.0,3475.0,14003.0,1459.0,0.0,400.0,1591.0,644.0,597.0,0.0,752.0,0.0,256.0,604.0,3852.0
2022-01-06 06:30:00+01:00,4461.0,12270.0,7317.0,11333.0,249.0,19.0,2257.0,1375.0,56.0,4001.0,398.0,185.0,2.0,817.0,3007.0,13378.0,1274.0,12.0,437.0,1591.0,577.0,596.0,0.0,752.0,0.0,256.0,604.0,3648.0
2022-01-06 06:45:00+01:00,4499.0,12254.0,7805.0,11504.0,249.0,19.0,3237.0,1375.0,67.0,3999.0,398.0,185.0,2.0,814.0,2754.0,12882.0,1324.0,7.0,520.0,1591.0,559.0,596.0,0.0,791.0,0.0,256.0,604.0,3797.0
2022-01-06 07:00:00+01:00,4568.0,12092.0,8346.0,11793.0,247.0,19.0,3081.0,1378.0,70.0,3998.0,438.0,184.0,2.0,816.0,2546.0,12593.0,1948.0,0.0,657.0,1798.0,667.0,586.0,0.0,938.0,0.0,570.0,604.0,7768.0
2022-01-06 07:15:00+01:00,4610.0,12035.0,9284.0,12054.0,247.0,19.0,3467.0,1377.0,75.0,3998.0,437.0,183.0,3.0,825.0,2405.0,11908.0,1879.0,0.0,688.0,1798.0,771.0,586.0,0.0,973.0,0.0,570.0,604.0,4897.0
2022-01-06 07:30:00+01:00,4626.0,12000.0,9818.0,12184.0,247.0,19.0,3649.0,1375.0,74.0,3998.0,437.0,183.0,3.0,830.0,2271.0,11519.0,1857.0,0.0,699.0,1798.0,660.0,586.0,0.0,973.0,4.0,570.0,604.0,4779.0
2022-01-06 07:45:00+01:00,4655.0,11925.0,9914.0,12319.0,245.0,19.0,4305.0,1371.0,88.0,3996.0,437.0,183.0,3.0,824.0,2121.0,11279.0,1905.0,0.0,757.0,1798.0,672.0,584.0,0.0,990.0,2.0,570.0,604.0,4910.0
2022-01-06 08:00:00+01:00,4690.0,11587.0,10191.0,12588.0,246.0,19.0,3526.0,1367.0,81.0,3997.0,437.0,183.0,6.0,824.0,2007.0,10857.0,2270.0,0.0,854.0,2417.0,797.0,589.0,0.0,1050.0,10.0,809.0,603.0,9399.0
2022-01-06 08:15:00+01:00,4673.0,11627.0,10366.0,12664.0,247.0,19.0,3872.0,1366.0,131.0,3998.0,437.0,183.0,49.0,824.0,1642.0,10396.0,2143.0,0.0,876.0,2417.0,773.0,594.0,0.0,1063.0,1.0,809.0,603.0,5450.0
2022-01-06 08:30:00+01:00,4581.0,11645.0,10243.0,12701.0,247.0,19.0,4770.0,1364.0,346.0,4000.0,437.0,183.0,291.0,811.0,1338.0,10202.0,2001.0,0.0,892.0,2417.0,659.0,584.0,0.0,1063.0,7.0,809.0,603.0,5206.0
2022-01-06 08:45:00+01:00,4607.0,11728.0,10234.0,12695.0,247.0,19.0,4419.0,1364.0,485.0,3996.0,437.0,183.0,826.0,799.0,1266.0,10016.0,2077.0,0.0,912.0,2417.0,717.0,584.0,0.0,1067.0,51.0,809.0,603.0,5408.0
2022-01-06 09:00:00+01:00,4641.0,11848.0,10335.0,12566.0,245.0,19.0,3244.0,1370.0,343.0,3970.0,437.0,183.0,1539.0,796.0,1151.0,9678.0,2077.0,0.0,899.0,2775.0,742.0,584.0,0.0,1080.0,79.0,290.0,603.0,9129.0
2022-01-06 09:15:00+01:00,4783.0,11823.0,10332.0,12365.0,258.0,18.0,3414.0,1371.0,331.0,3969.0,437.0,183.0,2285.0,798.0,1001.0,8959.0,2081.0,0.0,884.0,2775.0,713.0,584.0,0.0,1084.0,123.0,290.0,603.0,5469.0
2022-01-06 09:30:00+01:00,4788.0,11873.0,10305.0,12138.0,247.0,20.0,3317.0,1373.0,289.0,3970.0,437.0,183.0,3146.0,796.0,922.0,8426.0,2125.0,0.0,873.0,2775.0,731.0,584.0,0.0,1083.0,192.0,290.0,603.0,5588.0
2022-01-06 09:45:00+01:00,4811.0,11913.0,10292.0,11899.0,259.0,21.0,2976.0,1372.0,248.0,3969.0,437.0,183.0,4133.0,805.0,874.0,8156.0,2151.0,0.0,861.0,2775.0,741.0,585.0,0.0,1104.0,222.0,290.0,603.0,5664.0
2022-01-06 10:00:00+01:00,4801.0,12023.0,10307.0,11727.0,255.0,22.0,2665.0,1373.0,151.0,3969.0,437.0,183.0,5116.0,814.0,805.0,7715.0,2031.0,14.0,838.0,2600.0,768.0,584.0,0.0,1177.0,302.0,73.0,603.0,8990.0
2022-01-06 10:15:00+01:00,4793.0,11978.0,10277.0,11723.0,247.0,21.0,2530.0,1373.0,71.0,3968.0,437.0,183.0,6058.0,820.0,736.0,7271.0,2000.0,0.0,790.0,2600.0,656.0,584.0,0.0,1194.0,359.0,73.0,603.0,5583.0
2022-01-06 10:30:00+01:00,4778.0,12005.0,10262.0,11688.0,252.0,22.0,2743.0,1372.0,89.0,3968.0,437.0,183.0,7044.0,811.0,678.0,6983.0,2030.0,0.0,816.0,2600.0,702.0,585.0,0.0,1194.0,319.0,73.0,603.0,5646.0
2022-01-06 10:45:00+01:00,4799.0,12023.0,10261.0,11690.0,272.0,22.0,2570.0,1376.0,44.0,3966.0,437.0,183.0,7935.0,815.0,658.0,6758.0,1971.0,0.0,795.0,2600.0,696.0,584.0,0.0,1214.0,286.0,73.0,603.0,5546.0
2022-01-06 11:00:00+01:00,4765.0,12038.0,10171.0,11658.0,249.0,22.0,1411.0,1378.0,59.0,3964.0,437.0,183.0,8832.0,815.0,576.0,6562.0,1849.0,0.0,661.0,2425.0,706.0,584.0,0.0,1287.0,424.0,3.0,603.0,8542.0
2022-01-06 11:15:00+01:00,4747.0,11935.0,10145.0,11706.0,249.0,22.0,1244.0,1375.0,64.0,3960.0,437.0,183.0,9459.0,813.0,557.0,6255.0,1799.0,0.0,619.0,2425.0,657.0,584.0,0.0,1304.0,616.0,3.0,603.0,5579.0
2022-01-06 11:30:00+01:00,4738.0,11903.0,10127.0,11521.0,250.0,22.0,1138.0,1375.0,68.0,3960.0,437.0,183.0,10007.0,813.0,608.0,5767.0,1790.0,26.0,628.0,2425.0,720.0,585.0,0.0,1304.0,469.0,3.0,603.0,5522.0
2022-01-06 11:45:00+01:00,4734.0,11853.0,10169.0,11596.0,248.0,22.0,764.0,1376.0,54.0,3965.0,437.0,183.0,10465.0,811.0,704.0,5295.0,1942.0,9.0,646.0,2425.0,672.0,724.0,0.0,1322.0,396.0,3.0,603.0,5711.0
2022-01-06 12:00:00+01:00,4675.0,12051.0,10085.0,11656.0,247.0,22.0,896.0,1381.0,107.0,3969.0,437.0,183.0,10913.0,815.0,793.0,5230.0,1717.0,44.0,556.0,2405.0,723.0,744.0,0.0,1389.0,396.0,17.0,603.0,8594.0
2022-01-06 12:15:00+01:00,4663.0,11960.0,9954.0,11643.0,245.0,22.0,767.0,1385.0,46.0,3967.0,437.0,183.0,11047.0,817.0,786.0,5176.0,1657.0,47.0,529.0,2405.0,694.0,744.0,0.0,1404.0,490.0,17.0,603.0,5565.0
2022-01-06 12:30:00+01:00,4657.0,12018.0,9962.0,11661.0,247.0,22.0,520.0,1381.0,49.0,3968.0,437.0,183.0,11095.0,814.0,803.0,5035.0,1668.0,44.0,545.0,2405.0,693.0,745.0,0.0,1404.0,473.0,17.0,603.0,5572.0
2022-01-06 12:45:00+01:00,4658.0,12009.0,9937.0,11718.0,249.0,22.0,334.0,1375.0,46.0,3966.0,437.0,183.0,11031.0,812.0,999.0,4812.0,1659.0,41.0,513.0,2405.0,687.0,744.0,0.0,1314.0,499.0,17.0,603.0,5457.0
2022-01-06 13:00:00+01:00,4651.0,12103.0,9914.0,11614.0,246.0,22.0,16.0,1374.0,58.0,3990.0,437.0,183.0,10932.0,822.0,1281.0,4576.0,1347.0,113.0,381.0,2046.0,634.0,744.0,0.0,957.0,492.0,217.0,603.0,7534.0
2022-01-06 13:15:00+01:00,4651.0,12053.0,9884.0,11571.0,249.0,22.0,32.0,1365.0,67.0,3995.0,437.0,183.0,10410.0,829.0,1358.0,4493.0,1324.0,121.0,344.0,2046.0,596.0,727.0,0.0,868.0,572.0,217.0,603.0,4552.0
2022-01-06 13:30:00+01:00,4655.0,12103.0,9961.0,11455.0,248.0,22.0,67.0,1361.0,51.0,3995.0,437.0,183.0,9884.0,830.0,1462.0,4264.0,1318.0,125.0,347.0,2046.0,626.0,654.0,0.0,868.0,578.0,217.0,603.0,4516.0
2022-01-06 13:45:00+01:00,4650.0,12084.0,9981.0,11399.0,249.0,22.0,109.0,1359.0,64.0,4035.0,437.0,183.0,9241.0,837.0,1572.0,4294.0,1359.0,128.0,352.0,2046.0,547.0,637.0,0.0,889.0,556.0,217.0,603.0,4468.0
2022-01-06 14:00:00+01:00,4641.0,12092.0,10062.0,11320.0,247.0,22.0,864.0,1359.0,97.0,4076.0,437.0,183.0,8356.0,848.0,1697.0,4127.0,1530.0,138.0,357.0,2092.0,521.0,488.0,1.0,967.0,509.0,437.0,604.0,7644.0
2022-01-06 14:15:00+01:00,4640.0,12021.0,10180.0,11623.0,247.0,22.0,1361.0,1359.0,121.0,4098.0,436.0,183.0,7485.0,838.0,1790.0,3731.0,1486.0,158.0,315.0,2092.0,386.0,475.0,1.0,985.0,544.0,437.0,604.0,4349.0
2022-01-06 14:30:00+01:00,4641.0,12041.0,10265.0,11684.0,245.0,22.0,1662.0,1359.0,87.0,4097.0,437.0,184.0,6436.0,845.0,1814.0,3728.0,1536.0,170.0,317.0,2092.0,512.0,475.0,1.0,985.0,544.0,437.0,604.0,4539.0
2022-01-06 14:45:00+01:00,4649.0,12198.0,10280.0,11802.0,247.0,22.0,1982.0,1358.0,61.0,4099.0,437.0,184.0,5360.0,854.0,1689.0,3556.0,1518.0,183.0,289.0,2092.0,538.0,456.0,1.0,897.0,597.0,437.0,604.0,4478.0
2022-01-06 15:00:00+01:00,4667.0,12290.0,10276.0,11831.0,247.0,23.0,1669.0,1358.0,74.0,4099.0,437.0,184.0,4259.0,866.0,2044.0,3543.0,1874.0,176.0,306.0,2204.0,454.0,291.0,204.0,545.0,769.0,533.0,215.0,7571.0
2022-01-06 15:15:00+01:00,4681.0,12364.0,10302.0,11827.0,248.0,22.0,2222.0,1357.0,102.0,4097.0,437.0,184.0,3142.0,866.0,2283.0,3563.0,1764.0,191.0,290.0,2204.0,576.0,278.0,204.0,458.0,775.0,533.0,215.0,4332.0
2022-01-06 15:30:00+01:00,4693.0,12372.0,10345.0,11859.0,247.0,22.0,2675.0,1355.0,134.0,4097.0,437.0,184.0,2034.0,865.0,2130.0,3588.0,1703.0,207.0,284.0,2204.0,617.0,278.0,204.0,458.0,790.0,533.0,215.0,4337.0
2022-01-06 15:45:00+01:00,4722.0,12379.0,10406.0,11867.0,248.0,22.0,3013.0,1356.0,97.0,4098.0,437.0,184.0,1125.0,873.0,2015.0,3949.0,1652.0,200.0,298.0,2204.0,680.0,283.0,204.0,421.0,768.0,533.0,215.0,4302.0
2022-01-06 16:00:00+01:00,4774.0,12398.0,10427.0,11888.0,247.0,22.0,2433.0,1352.0,42.0,4096.0,437.0,184.0,484.0,883.0,2189.0,4377.0,2170.0,168.0,347.0,2127.0,653.0,321.0,162.0,283.0,773.0,520.0,7.0,7531.0
2022-01-06 16:15:00+01:00,4794.0,12482.0,10374.0,11909.0,247.0,23.0,2442.0,1350.0,41.0,4097.0,437.0,184.0,151.0,894.0,2720.0,4855.0,2108.0,211.0,357.0,2127.0,648.0,324.0,162.0,251.0,607.0,520.0,7.0,4506.0
2022-01-06 16:30:00+01:00,4797.0,12515.0,10426.0,11915.0,247.0,24.0,2468.0,1346.0,40.0,4096.0,437.0,184.0,25.0,888.0,3010.0,5386.0,2040.0,204.0,348.0,2127.0,615.0,324.0,162.0,251.0,552.0,520.0,7.0,4334.0
2022-01-06 16:45:00+01:00,4807.0,12535.0,10433.0,11906.0,247.0,25.0,3152.0,1345.0,98.0,4097.0,437.0,183.0,4.0,878.0,3305.0,5977.0,1821.0,199.0,353.0,2127.0,691.0,317.0,162.0,296.0,480.0,520.0,7.0,4157.0
2022-01-06 17:00:00+01:00,4832.0,12629.0,10445.0,11847.0,247.0,25.0,3278.0,1345.0,61.0,4098.0,437.0,183.0,3.0,876.0,3841.0,6569.0,1861.0,221.0,422.0,1993.0,679.0,260.0,154.0,469.0,415.0,325.0,0.0,6799.0
2022-01-06 17:15:00+01:00,4837.0,12668.0,10476.0,11799.0,247.0,26.0,3393.0,1349.0,59.0,4097.0,437.0,184.0,3.0,879.0,4262.0,7228.0,1844.0,239.0,443.0,1993.0,659.0,255.0,154.0,510.0,345.0,325.0,0.0,4295.0
2022-01-06 17:30:00+01:00,4822.0,12654.0,10421.0,11764.0,248.0,26.0,2825.0,1348.0,59.0,4098.0,437.0,184.0,3.0,890.0,4572.0,7905.0,1811.0,227.0,450.0,1993.0,670.0,255.0,154.0,510.0,178.0,325.0,0.0,4101.0
2022-01-06 17:45:00+01:00,4839.0,12587.0,10386.0,11772.0,249.0,26.0,2232.0,1347.0,61.0,4097.0,437.0,183.0,3.0,890.0,4656.0,8584.0,1806.0,229.0,441.0,1993.0,604.0,349.0,154.0,610.0,91.0,325.0,0.0,4130.0
2022-01-06 18:00:00+01:00,4836.0,12607.0,10396.0,11681.0,249.0,26.0,3235.0,1348.0,77.0,4096.0,437.0,183.0,3.0,869.0,4477.0,9444.0,1579.0,228.0,474.0,1637.0,563.0,687.0,0.0,1012.0,0.0,11.0,0.0,6191.0
2022-01-06 18:15:00+01:00,4836.0,12693.0,10228.0,11612.0,247.0,26.0,2808.0,1347.0,84.0,4094.0,437.0,183.0,3.0,861.0,4754.0,10143.0,1574.0,191.0,494.0,1637.0,558.0,768.0,0.0,1112.0,0.0,11.0,0.0,4697.0
2022-01-06 18:30:00+01:00,4823.0,12662.0,10107.0,11597.0,249.0,27.0,2213.0,1345.0,45.0,4095.0,437.0,183.0,3.0,851.0,4880.0,10869.0,1659.0,176.0,478.0,1637.0,776.0,767.0,0.0,1112.0,0.0,11.0,0.0,4968.0
2022-01-06 18:45:00+01:00,4820.0,12671.0,10136.0,11542.0,249.0,27.0,1225.0,1349.0,81.0,4094.0,437.0,183.0,2.0,840.0,5018.0,11450.0,1652.0,149.0,427.0,1637.0,930.0,773.0,0.0,1100.0,0.0,11.0,0.0,5031.0
2022-01-06 19:00:00+01:00,4801.0,12738.0,10229.0,11291.0,249.0,27.0,1524.0,1354.0,158.0,4095.0,437.0,183.0,2.0,831.0,5176.0,12104.0,1466.0,102.0,400.0,1396.0,1019.0,796.0,0.0,1054.0,0.0,0.0,462.0,6695.0
2022-01-06 19:15:00+01:00,4776.0,12719.0,9943.0,11144.0,249.0,27.0,543.0,1359.0,112.0,4095.0,437.0,183.0,2.0,833.0,5534.0,12703.0,1623.0,107.0,354.0,1396.0,682.0,794.0,0.0,1043.0,0.0,0.0,462.0,4603.0
2022-01-06 19:30:00+01:00,4769.0,12717.0,9884.0,11004.0,250.0,27.0,-384.0,1359.0,109.0,4094.0,437.0,184.0,2.0,837.0,5860.0,13230.0,1648.0,114.0,309.0,1396.0,581.0,773.0,0.0,1043.0,0.0,0.0,462.0,4468.0
2022-01-06 19:45:00+01:00,4755.0,12732.0,9893.0,10859.0,249.0,27.0,-1358.0,1361.0,75.0,4093.0,437.0,184.0,2.0,841.0,6028.0,13864.0,1782.0,96.0,266.0,1396.0,747.0,754.0,0.0,996.0,0.0,0.0,462.0,4641.0
2022-01-06 20:00:00+01:00,4670.0,12777.0,9479.0,10612.0,247.0,27.0,-317.0,1366.0,122.0,4098.0,438.0,184.0,2.0,834.0,6227.0,14294.0,1207.0,249.0,183.0,1388.0,663.0,754.0,0.0,815.0,0.0,0.0,601.0,5860.0
2022-01-06 20:15:00+01:00,4647.0,12700.0,9090.0,10548.0,247.0,27.0,-435.0,1361.0,79.0,4094.0,440.0,185.0,2.0,831.0,6482.0,14819.0,1192.0,275.0,128.0,1388.0,812.0,743.0,0.0,772.0,0.0,0.0,601.0,3922.0
2022-01-06 20:30:00+01:00,4651.0,12621.0,8654.0,10227.0,247.0,27.0,-1127.0,1359.0,66.0,4095.0,440.0,185.0,2.0,824.0,6538.0,15196.0,1196.0,287.0,97.0,1388.0,938.0,751.0,0.0,772.0,0.0,0.0,601.0,4041.0
2022-01-06 20:45:00+01:00,4660.0,12654.0,8413.0,9722.0,249.0,27.0,-1619.0,1361.0,76.0,4095.0,440.0,185.0,3.0,828.0,6552.0,15598.0,1222.0,291.0,107.0,1388.0,688.0,742.0,0.0,740.0,0.0,0.0,601.0,3790.0
2022-01-06 21:00:00+01:00,4633.0,12763.0,7879.0,9223.0,246.0,27.0,117.0,1362.0,96.0,4097.0,440.0,185.0,3.0,820.0,6545.0,16005.0,721.0,400.0,121.0,1400.0,140.0,688.0,0.0,619.0,0.0,0.0,398.0,4487.0
2022-01-06 21:15:00+01:00,4632.0,12754.0,7647.0,9077.0,248.0,27.0,-347.0,1356.0,67.0,4096.0,440.0,185.0,2.0,810.0,6300.0,16569.0,783.0,395.0,74.0,1400.0,50.0,668.0,0.0,591.0,0.0,0.0,398.0,2561.0
2022-01-06 21:30:00+01:00,4640.0,12734.0,7307.0,9005.0,248.0,27.0,-500.0,1355.0,88.0,4096.0,440.0,185.0,2.0,813.0,6091.0,16795.0,870.0,385.0,74.0,1400.0,49.0,668.0,0.0,591.0,0.0,0.0,398.0,2637.0
2022-01-06 21:45:00+01:00,4644.0,12713.0,7107.0,8986.0,249.0,27.0,-1381.0,1354.0,46.0,4095.0,440.0,185.0,2.0,811.0,6073.0,17068.0,855.0,365.0,49.0,1400.0,188.0,676.0,0.0,563.0,0.0,0.0,398.0,2696.0
2022-01-06 22:00:00+01:00,4610.0,12738.0,6921.0,8906.0,248.0,28.0,-318.0,1354.0,92.0,4099.0,435.0,182.0,2.0,814.0,6111.0,16777.0,353.0,297.0,39.0,1237.0,8.0,728.0,0.0,456.0,0.0,0.0,585.0,3703.0
2022-01-06 22:15:00+01:00,4600.0,12676.0,6758.0,8958.0,248.0,28.0,-875.0,1353.0,37.0,4098.0,432.0,181.0,2.0,813.0,6045.0,17259.0,291.0,312.0,0.0,1237.0,0.0,752.0,0.0,431.0,0.0,0.0,585.0,1786.0
2022-01-06 22:30:00+01:00,4575.0,12712.0,6712.0,9134.0,250.0,28.0,-2066.0,1351.0,42.0,4099.0,430.0,180.0,2.0,817.0,5981.0,17417.0,375.0,299.0,0.0,1237.0,0.0,751.0,0.0,431.0,0.0,0.0,585.0,1856.0
2022-01-06 22:45:00+01:00,4563.0,12694.0,6731.0,9121.0,249.0,28.0,-2755.0,1348.0,36.0,4099.0,430.0,180.0,3.0,817.0,6030.0,17442.0,439.0,336.0,0.0,1237.0,0.0,750.0,0.0,331.0,0.0,0.0,585.0,1856.0
2022-01-06 23:00:00+01:00,4561.0,12706.0,6265.0,8907.0,250.0,28.0,-2283.0,1350.0,39.0,4102.0,430.0,180.0,2.0,815.0,6044.0,17746.0,352.0,378.0,0.0,1249.0,0.0,742.0,1.0,19.0,0.0,0.0,111.0,2852.0
2022-01-06 23:15:00+01:00,4551.0,12629.0,6241.0,8785.0,250.0,28.0,-3160.0,1351.0,27.0,4098.0,430.0,180.0,3.0,810.0,6013.0,18160.0,365.0,394.0,0.0,1249.0,0.0,742.0,1.0,0.0,0.0,0.0,111.0,1501.0
2022-01-06 23:30:00+01:00,4545.0,12675.0,6221.0,8594.0,251.0,28.0,-3637.0,1356.0,25.0,4098.0,430.0,180.0,2.0,813.0,5981.0,18402.0,365.0,376.0,0.0,1249.0,0.0,733.0,1.0,0.0,0.0,0.0,111.0,1474.0
2022-01-06 23:45:00+01:00,4573.0,12694.0,6121.0,8403.0,251.0,29.0,-4140.0,1357.0,29.0,4093.0,423.0,177.0,2.0,809.0,6070.0,18435.0,429.0,469.0,0.0,1249.0,0.0,626.0,1.0,0.0,0.0,0.0,111.0,1524.0
