,Forecasted Load,Actual Load
2022-01-06 09:00:00+01:00,64192.0,65849.0
2022-01-06 09:15:00+01:00,65207.0,66199.0
2022-01-06 09:30:00+01:00,65287.0,66455.0
2022-01-06 09:45:00+01:00,65629.0,66649.0
2022-01-06 10:00:00+01:00,65865.0,66606.0
2022-01-06 10:15:00+01:00,66051.0,66643.0
2022-01-06 10:30:00+01:00,66739.0,66896.0
2022-01-06 10:45:00+01:00,66925.0,66901.0
2022-01-06 11:00:00+01:00,67571.0,66892.0
2022-01-06 11:15:00+01:00,68186.0,67349.0
2022-01-06 11:30:00+01:00,68601.0,67620.0
2022-01-06 11:45:00+01:00,68384.0,67404.0
2022-01-06 12:00:00+01:00,68255.0,67127.0
2022-01-06 12:15:00+01:00,68379.0,66959.0
2022-01-06 12:30:00+01:00,68107.0,66495.0
2022-01-06 12:45:00+01:00,67866.0,66077.0
2022-01-06 13:00:00+01:00,67370.0,66028.0
2022-01-06 13:15:00+01:00,67046.0,65554.0
2022-01-06 13:30:00+01:00,66448.0,65010.0
2022-01-06 13:45:00+01:00,66009.0,64319.0
2022-01-06 14:00:00+01:00,65764.0,64136.0
2022-01-06 14:15:00+01:00,65652.0,63914.0
2022-01-06 14:30:00+01:00,65348.0,63726.0
2022-01-06 14:45:00+01:00,65134.0,63572.0
2022-01-06 15:00:00+01:00,65143.0,63471.0
2022-01-06 15:15:00+01:00,64920.0,63465.0
2022-01-06 15:30:00+01:00,64927.0,63267.0
2022-01-06 15:45:00+01:00,65093.0,63229.0
2022-01-06 16:00:00+01:00,65478.0,63632.0
2022-01-06 16:15:00+01:00,65836.0,64033.0
2022-01-06 16:30:00+01:00,66507.0,64775.0
2022-01-06 16:45:00+01:00,67192.0,65978.0
2022-01-06 17:00:00+01:00,67808.0,67411.0
2022-01-06 17:15:00+01:00,68100.0,68261.0
2022-01-06 17:30:00+01:00,68305.0,68843.0
2022-01-06 17:45:00+01:00,68377.0,69120.0
2022-01-06 18:00:00+01:00,68298.0,68922.0
2022-01-06 18:15:00+01:00,68075.0,68942.0
2022-01-06 18:30:00+01:00,67909.0,68964.0
2022-01-06 18:45:00+01:00,67813.0,68621.0
2022-01-06 19:00:00+01:00,67467.0,68260.0
2022-01-06 19:15:00+01:00,66779.0,68079.0
2022-01-06 19:30:00+01:00,66463.0,67799.0
2022-01-06 19:45:00+01:00,65739.0,67143.0
2022-01-06 20:00:00+01:00,64779.0,66511.0
2022-01-06 20:15:00+01:00,64008.0,65796.0
2022-01-06 20:30:00+01:00,63105.0,64745.0
2022-01-06 20:45:00+01:00,62529.0,64043.0
2022-01-06 21:00:00+01:00,61895.0,63488.0
2022-01-06 21:15:00+01:00,61676.0,62711.0
2022-01-06 21:30:00+01:00,61265.0,62051.0
2022-01-06 21:45:00+01:00,60710.0,61224.0
2022-01-06 22:00:00+01:00,60889.0,61437.0
2022-01-06 22:15:00+01:00,60602.0,61219.0
2022-01-06 22:30:00+01:00,59547.0,60136.0
2022-01-06 22:45:00+01:00,58824.0,59357.0
2022-01-06 23:00:00+01:00,57591.0,58734.0
2022-01-06 23:15:00+01:00,57076.0,58106.0
2022-01-06 23:30:00+01:00,56497.0,57470.0
2022-01-06 23:45:00+01:00,55763.0,56704.0
