,Solar,Wind Offshore,Wind Onshore
2022-01-06 10:45:00+01:00,8443.0,1145.0,7817.0
2022-01-06 11:00:00+01:00,9285.0,1055.0,7392.0
2022-01-06 11:15:00+01:00,10029.0,996.0,7026.0
2022-01-06 11:30:00+01:00,10639.0,937.0,6665.0
2022-01-06 11:45:00+01:00,11155.0,882.0,6310.0
2022-01-06 12:00:00+01:00,11533.0,840.0,5955.0
2022-01-06 12:15:00+01:00,11722.0,824.0,5685.0
2022-01-06 12:30:00+01:00,11740.0,809.0,5419.0
2022-01-06 12:45:00+01:00,11641.0,800.0,5159.0
2022-01-06 13:00:00+01:00,11365.0,805.0,4921.0
2022-01-06 13:15:00+01:00,10913.0,850.0,4729.0
2022-01-06 13:30:00+01:00,10309.0,888.0,4537.0
2022-01-06 13:45:00+01:00,9657.0,940.0,4338.0
2022-01-06 14:00:00+01:00,8869.0,987.0,4151.0
2022-01-06 14:15:00+01:00,7895.0,1058.0,4064.0
2022-01-06 14:30:00+01:00,6863.0,1133.0,3975.0
2022-01-06 14:45:00+01:00,5817.0,1211.0,3902.0
2022-01-06 15:00:00+01:00,4729.0,1286.0,3837.0
2022-01-06 15:15:00+01:00,3649.0,1358.0,3931.0
2022-01-06 15:30:00+01:00,2547.0,1427.0,4030.0
2022-01-06 15:45:00+01:00,1520.0,1494.0,4149.0
2022-01-06 16:00:00+01:00,754.0,1574.0,4282.0
2022-01-06 16:15:00+01:00,286.0,1689.0,4537.0
2022-01-06 16:30:00+01:00,39.0,1805.0,4791.0
2022-01-06 16:45:00+01:00,11.0,1916.0,5058.0
2022-01-06 17:00:00+01:00,0.0,2070.0,5337.0
2022-01-06 17:15:00+01:00,0.0,2338.0,5631.0
2022-01-06 17:30:00+01:00,0.0,2600.0,5923.0
2022-01-06 17:45:00+01:00,0.0,2864.0,6248.0
2022-01-06 18:00:00+01:00,0.0,3122.0,6550.0
2022-01-06 18:15:00+01:00,0.0,3395.0,6911.0
2022-01-06 18:30:00+01:00,0.0,3670.0,7277.0
2022-01-06 18:45:00+01:00,0.0,3939.0,7644.0
2022-01-06 19:00:00+01:00,0.0,4213.0,8013.0
2022-01-06 19:15:00+01:00,0.0,4467.0,8379.0
2022-01-06 19:30:00+01:00,0.0,4714.0,8756.0
2022-01-06 19:45:00+01:00,0.0,4947.0,9126.0
2022-01-06 20:00:00+01:00,0.0,5162.0,9479.0
2022-01-06 20:15:00+01:00,0.0,5338.0,9774.0
2022-01-06 20:30:00+01:00,0.0,5503.0,10073.0
2022-01-06 20:45:00+01:00,0.0,5603.0,10376.0
2022-01-06 21:00:00+01:00,0.0,5728.0,10685.0
2022-01-06 21:15:00+01:00,0.0,5802.0,11047.0
2022-01-06 21:30:00+01:00,0.0,5866.0,11413.0
2022-01-06 21:45:00+01:00,0.0,5931.0,11774.0
2022-01-06 22:00:00+01:00,0.0,5995.0,12023.0
2022-01-06 22:15:00+01:00,0.0,6032.0,12367.0
2022-01-06 22:30:00+01:00,0.0,6072.0,12724.0
2022-01-06 22:45:00+01:00,0.0,6109.0,13087.0
2022-01-06 23:00:00+01:00,0.0,6141.0,13448.0
2022-01-06 23:15:00+01:00,0.0,6162.0,13825.0
2022-01-06 23:30:00+01:00,0.0,6176.0,14209.0
2022-01-06 23:45:00+01:00,0.0,6193.0,14594.0
